return_period,median,LB,RB,group
520,-1678.478100530554,-1777.24774720212,-1464.8460245595088,1.0
530,-1605.1386386403537,-1705.6368799093252,-1388.0254465927019,1.0
540,-1534.0063609487443,-1637.1218929327624,-1314.4634864150503,1.0
550,-1466.3414756764078,-1571.8053542305333,-1245.981712542427,1.0
560,-1401.9120510673056,-1510.7441709576724,-1179.9201507675298,1.0
570,-1342.4313769651899,-1453.5597192680762,-1118.1239379161298,1.0
580,-1284.9032737828747,-1398.3958003444877,-1058.4562403190685,1.0
590,-1228.307860920143,-1343.5090257630281,-999.685996729364,1.0
600,-1174.1530159668164,-1290.7606631486888,-943.4231206944078,1.0
610,-1122.3983011092187,-1240.677795028807,-889.7763403051486,1.0
620,-1072.9039028163425,-1193.124483904283,-837.946284838943,1.0
630,-1025.5637559841962,-1147.1758440608555,-788.5507647971026,1.0
640,-980.2782634534324,-1102.454854694317,-742.0064809341857,1.0
650,-936.8659208446261,-1060.8750605026962,-697.8826401999431,1.0
660,-895.502306759674,-1021.1259686060002,-654.755691649998,1.0
670,-855.7285425822829,-982.5436894143677,-613.2388985303896,1.0
680,-817.1778594704101,-945.2166900331576,-573.4523948099031,1.0
690,-781.0648236146935,-911.4777251082432,-535.7264427648151,1.0
700,-746.1935280157231,-879.2659820140507,-499.7054178741964,1.0
710,-712.5103198645738,-846.5123532008347,-464.9022035042417,1.0
720,-679.513367561125,-816.5731323441341,-432.89143527199303,1.0
730,-648.1121638906861,-786.9639034779775,-400.4431204694647,1.0
740,-617.9306901502459,-758.3436696109129,-369.03300248031155,1.0
750,-589.0237008239856,-731.2669001178583,-338.93090016093447,1.0
760,-561.9778064915299,-706.1378317493018,-310.0851758961835,1.0
770,-536.5271060685045,-682.1606306083922,-282.44682081396786,1.0
780,-511.74673209780485,-659.2908618666479,-256.81466173416084,1.0
790,-489.3098507450086,-637.4862861576312,-232.33845734938586,1.0
800,-466.381423134344,-616.4210100935034,-208.92310430137877,1.0
810,-444.383521996755,-596.1624096203177,-186.5290806141129,1.0
820,-423.20615874346913,-576.8573902539756,-165.118752409413,1.0
830,-403.2445479112448,-558.3782084553368,-144.78282848020535,1.0
840,-383.9445759303999,-540.9071754210709,-125.02173207736087,1.0
850,-365.4767206906836,-523.9312489132499,-105.1043623981277,1.0
860,-347.6323677021537,-507.56230461194355,-85.83480241742654,1.0
870,-330.5282881364201,-491.91535424717404,-67.3223837462665,1.0
880,-314.4210125134923,-477.0432398414141,-49.616362886799834,1.0
890,-299.3627625522731,-462.91953412738076,-32.689368172290415,1.0
900,-284.46591965661173,-449.90586422678825,-16.59692345618714,1.0
910,-270.28468924655317,-437.6493139243503,-3.7091991448196495,1.0
920,-256.7954480895751,-426.06400306580326,8.490332512727036,1.0
930,-245.34262757339093,-415.1278073723006,20.024526175842766,1.0
940,-233.7823809664751,-404.819522783062,32.19720270471589,1.0
950,-222.3267338191963,-395.11881825646924,44.14306791380659,1.0
960,-211.48009113955231,-386.00619145570454,55.47769114815128,1.0
970,-201.22316363613572,-377.462927114113,66.67723498127634,1.0
980,-191.5863908996762,-369.4710578926697,77.66660642256102,1.0
990,-182.54888625528292,-361.79117905189014,88.0610684925814,1.0
1000,-174.83071070398,-354.3997028201702,97.8896772800017,1.0
10,-326.27913626712984,-380.99800121011424,-283.0971304170343,2.0
20,-617.8002499504693,-672.9233292769163,-530.4243933291516,2.0
30,-865.438920896833,-921.1532066111188,-744.3749066505356,2.0
40,-1111.7819353340087,-1169.0447003098486,-965.22313350523,2.0
50,-1331.5891190917714,-1391.0427164543005,-1164.199133160627,2.0
60,-1537.2608657562935,-1598.347707185643,-1352.400905040063,2.0
70,-1753.125390635295,-1815.2682477781518,-1552.1635103923613,2.0
80,-1950.5839228221682,-2014.167981640994,-1735.9950825989272,2.0
90,-2132.9885950193134,-2198.5598123873956,-1906.4178352584806,2.0
100,-2327.172899065999,-2393.7358684710475,-2087.7739347197553,2.0
110,-2486.894257686122,-2554.553071757395,-2236.563534099566,2.0
120,-2638.332363847309,-2707.5091059168944,-2376.5354625098416,2.0
130,-2782.194388560802,-2853.026828214773,-2509.9378778606456,2.0
140,-2923.826636012717,-2995.1220251148966,-2640.7671739335847,2.0
150,-3075.176352849545,-3147.4934071253506,-2782.697996027503,2.0
160,-3200.292821299873,-3275.0438513065906,-2898.7266496909083,2.0
170,-3322.4343565732447,-3397.8812615423158,-3011.077939540657,2.0
180,-3438.748343554596,-3516.443268897792,-3119.5187999267623,2.0
190,-3551.486073338758,-3631.105069867712,-3224.3923983748605,2.0
200,-3669.2688260036384,-3750.1199338838205,-3334.4618420074576,2.0
210,-3791.034546482312,-3872.210221721389,-3447.9892409641816,2.0
220,-3893.5306407260873,-3976.319691088926,-3544.7535637198966,2.0
230,-3994.767026548212,-4077.620614420562,-3638.9074893931665,2.0
240,-4091.9271477129814,-4176.30638321257,-3730.8879720546743,2.0
250,-4186.806974663583,-4273.029814008507,-3820.6362833939747,2.0
260,-4278.900438754537,-4366.323135601126,-3907.164083330813,2.0
270,-4349.106883370002,-4439.006003995291,-3973.1039928682694,2.0
280,-4393.185246739633,-4484.464609699568,-4012.8864649497928,2.0
290,-4389.284901575809,-4482.808027051498,-4004.292021231521,2.0
300,-4358.135692032929,-4453.332778857318,-3969.692515860389,2.0
310,-4301.592743315666,-4400.422751931827,-3911.105828697262,2.0
320,-4223.553168288546,-4325.834496414973,-3828.122699115011,2.0
330,-4125.02089508011,-4233.073310433831,-3729.245812845112,2.0
340,-4010.3406543924075,-4123.026431129386,-3612.402973964303,2.0
350,-3880.9354056055386,-3998.8426184501227,-3478.738667233711,2.0
360,-3745.876710790678,-3868.809617148008,-3342.5437610030804,2.0
370,-3593.284016216804,-3719.7602660094944,-3188.8407495650536,2.0
380,-3433.941317237464,-3564.643833301674,-3027.084420153409,2.0
390,-3282.9524115418158,-3418.289844202087,-2875.7790035739527,2.0
400,-3139.797840848446,-3279.775354050405,-2732.151009185953,2.0
410,-3004.026254037889,-3149.5472606847684,-2594.3622519190394,2.0
420,-2875.1473841495717,-3026.280881639839,-2464.042152053634,2.0
430,-2754.197608091108,-2909.1843944242564,-2339.864583732312,2.0
440,-2637.765679015806,-2798.7874827907317,-2220.9453151079542,2.0
450,-2529.1104284937855,-2695.2424135196015,-2110.7633163137116,2.0
460,-2429.5055944727537,-2597.7627633441098,-2008.4710456370804,2.0
470,-2331.914651054958,-2503.365880130018,-1906.5266643073228,2.0
480,-2236.062926545843,-2412.1130818639813,-1807.3610805863555,2.0
490,-2143.9340468447663,-2325.075712115745,-1714.6124000627324,2.0
500,-2059.5885395272226,-2242.9254941247946,-1625.8161536600965,2.0
510,-1975.9141689735507,-2165.2405387247263,-1538.5632580581569,2.0
520,-1897.1682749747333,-2090.1954499308767,-1456.4357589249248,2.0
530,-1822.111813690416,-2019.19206781501,-1377.9554106603418,2.0
540,-1749.396716779508,-1951.5060587883681,-1303.378026673864,2.0
550,-1679.903555849105,-1886.7700126323589,-1234.3169359393405,2.0
560,-1614.0368730846467,-1825.0837508526256,-1167.3340179736424,2.0
570,-1552.1400242410737,-1767.1401514110876,-1101.6040180300533,2.0
580,-1493.7154953497084,-1712.4034095709985,-1041.6371088144078,2.0
590,-1434.3051591098356,-1658.5003527363606,-982.4601598563067,2.0
600,-1380.8436842508254,-1607.3112146469412,-924.8086192658175,2.0
610,-1328.2930515847002,-1559.164788144144,-869.2894135461484,2.0
620,-1276.5925943636266,-1512.0549685799706,-815.7043157147618,2.0
630,-1226.2717305001443,-1467.0543387347243,-764.3651859752299,2.0
640,-1178.7104845103568,-1424.066010628474,-716.757905417724,2.0
650,-1134.6996256358088,-1382.8568742533334,-668.6213355493492,2.0
660,-1091.423892593908,-1343.5351561013395,-623.7133206142371,2.0
670,-1049.4618494289152,-1306.2689132176747,-578.4693508220244,2.0
680,-1011.6093812861145,-1270.491217184861,-537.0063159245383,2.0
690,-973.5857330482158,-1236.4227821525637,-498.3573831108042,2.0
700,-937.9380350846805,-1203.859559252469,-461.6060465914288,2.0
710,-903.6968409515084,-1172.4672260523257,-426.2793547752535,2.0
720,-869.7699903090579,-1141.85721623889,-393.2855922172257,2.0
730,-836.5183380351391,-1111.797223705329,-360.3586875591409,2.0
740,-805.1474665992937,-1082.903544871917,-328.25216708499283,2.0
750,-774.0843155995517,-1055.2699424227285,-297.4638952453206,2.0
760,-745.6516033307034,-1029.6829399820017,-267.9421723569103,2.0
770,-717.3488047299652,-1005.3776192117439,-239.63791677894187,2.0
780,-690.2074775981109,-981.1006014070317,-212.5045007498229,2.0
790,-666.46118837209,-959.1034403200083,-186.49759848783287,2.0
800,-642.6761435294029,-938.3768003443656,-161.57504549589612,2.0
810,-618.8434151770216,-917.9062240540734,-137.51801729381805,2.0
820,-596.0287184569243,-898.317164761871,-114.8243624443403,2.0
830,-573.9924129449664,-880.3629687555313,-93.04814800131135,2.0
840,-552.8040112120179,-863.2933941197716,-72.36189418773938,2.0
850,-534.8039724950904,-847.0410600092328,-52.53284755468121,2.0
860,-517.4442149915958,-831.3918458997214,-33.35992218102547,2.0
870,-500.05186368834256,-816.3981651528193,-14.952039567586326,2.0
880,-483.57740294747055,-801.8778132230836,2.6419316374831396,2.0
890,-469.49954531873846,-788.111669626207,19.997309603260874,2.0
900,-453.5418920970951,-775.0742258441023,36.577838235793024,2.0
910,-438.3207731768289,-762.7410657831024,52.40881474656453,2.0
920,-423.81224795283015,-751.0888080373516,68.91157809137985,2.0
930,-410.1381514846762,-740.0950517897163,85.42217987307049,2.0
940,-399.9343201349002,-729.7383260827919,101.24513717599439,2.0
950,-387.23086243183025,-719.9980422164608,116.40205518673793,2.0
960,-375.5883281006645,-710.8544490494332,130.91367167433782,2.0
970,-365.0606651913622,-702.2885909989018,144.79990011188966,2.0
980,-354.7298802581081,-694.2822685496758,158.0798702385764,2.0
990,-344.38434052887715,-686.5320908809845,170.86659131712804,2.0
1000,-334.53315990637566,-679.0154636483858,181.97354288798306,2.0
10,-475.8902296335593,-505.39251924790864,-295.04527619922476,5.0
20,-813.8706144696625,-858.0574396733255,-550.2639645838765,5.0
30,-1095.6036646984217,-1150.0230572997446,-773.0800135375729,5.0
40,-1370.9032717210855,-1432.6316127321145,-1002.3711519316993,5.0
50,-1617.886299747974,-1685.2794162304085,-1210.7100808519608,5.0
60,-1846.4681921899216,-1920.412176476414,-1406.0031593273336,5.0
70,-2085.5466935651034,-2162.9687809571287,-1616.1692099666932,5.0
80,-2303.130947881728,-2384.635300794681,-1807.5246960066745,5.0
90,-2504.8444354558223,-2589.701367109619,-1983.703056736387,5.0
100,-2718.3588294447536,-2804.587055655407,-2174.2709568833643,5.0
110,-2893.6007009038167,-2982.4414352183685,-2330.661998611371,5.0
120,-3061.186789455745,-3149.8005741855836,-2475.709324694094,5.0
130,-3220.013571867701,-3309.821550416563,-2610.97408262016,5.0
140,-3374.839531817547,-3468.544142715367,-2740.9875958042117,5.0
150,-3538.432445951887,-3634.33188099949,-2888.357286700716,5.0
160,-3677.115807345532,-3774.87469031865,-3010.8523779113584,5.0
170,-3810.4871064616023,-3910.0197074203556,-3128.821232253595,5.0
180,-3939.975506599363,-4039.787270349062,-3242.6841356590057,5.0
190,-4063.9878912511513,-4164.678544878603,-3352.8014140295086,5.0
200,-4193.262955311539,-4294.064392829054,-3468.219797094955,5.0
210,-4324.048500713482,-4427.373967499856,-3585.4571104694373,5.0
220,-4436.46117929438,-4543.078241326318,-3682.8601416261813,5.0
230,-4546.602535400911,-4655.255030659817,-3776.455673456333,5.0
240,-4653.683291074615,-4764.425623784435,-3869.2538922714475,5.0
250,-4757.907253314064,-4871.112017043688,-3960.2036713107286,5.0
260,-4858.069112970447,-4974.01654369752,-4048.456550383129,5.0
270,-4936.409612618916,-5054.498892158796,-4115.106712811324,5.0
280,-4985.852252461176,-5106.58723912871,-4156.773444719918,5.0
290,-4985.909157464785,-5110.366674099627,-4147.409764986096,5.0
300,-4957.218905621484,-5084.423628685812,-4111.708454548629,5.0
310,-4901.35222193916,-5032.975848226202,-4049.4896436760805,5.0
320,-4823.5626400470055,-4960.0287344769085,-3964.828585587368,5.0
330,-4727.245345635867,-4870.2294637216,-3859.8445998464813,5.0
340,-4610.21988165621,-4758.184346933496,-3734.553023172271,5.0
350,-4478.353517605059,-4631.619073702353,-3597.6207911994097,5.0
360,-4341.8383362553295,-4496.978128787319,-3449.570566273267,5.0
370,-4182.842388569621,-4344.793454020615,-3280.709454840712,5.0
380,-4018.684381806136,-4187.2818531225885,-3097.7343498189216,5.0
390,-3862.5318230536413,-4039.3539646655445,-2934.010324949096,5.0
400,-3715.753194607107,-3899.383420157594,-2780.812469585038,5.0
410,-3578.1337791697088,-3768.9080601169935,-2636.3775762006153,5.0
420,-3446.7955936936696,-3644.4507096627003,-2499.4878896741775,5.0
430,-3323.5445320271265,-3527.1824180574113,-2369.633157146608,5.0
440,-3205.924772459818,-3415.6283645884414,-2245.9166233755695,5.0
450,-3096.7852459241576,-3313.8965141337158,-2129.340130324489,5.0
460,-2995.317522894379,-3218.0306200072137,-2022.365234715895,5.0
470,-2894.5536916946603,-3123.460891440368,-1914.5239839461128,5.0
480,-2797.694126263521,-3031.1976156282026,-1814.4236415220203,5.0
490,-2705.4031919801955,-2943.52279373297,-1719.563288700374,5.0
500,-2618.0937206363587,-2861.5419910189394,-1629.2330261612424,5.0
510,-2534.7929521637525,-2784.1245938506363,-1543.172091638643,5.0
520,-2454.3870324406107,-2708.5086278991066,-1458.74874578266,5.0
530,-2378.1433344735515,-2639.5032038936506,-1376.3389567270642,5.0
540,-2305.232159893676,-2573.313640480509,-1297.6669166515012,5.0
550,-2237.1437873115847,-2507.9840988585056,-1222.530809623614,5.0
560,-2172.9900364520345,-2443.9967948133544,-1154.5597064839612,5.0
570,-2112.5417718278277,-2387.8011561914736,-1090.874643329391,5.0
580,-2053.4170873406474,-2333.710257294446,-1029.3901646090271,5.0
590,-1995.6211784186307,-2277.575171890023,-966.3460246092891,5.0
600,-1938.5797592142571,-2225.762378841613,-902.9953113507072,5.0
