params,exp_mean,exp_var
Risk Averse,0.8511671366538406,3.9235874964924964
Breach,0.0013357705835817823,0.000452898086543777
Pop. Growth,17.093822096665452,7095.154193407484
Flood Memory,0.001169227333847424,0.0011833315936820247
Expectation Effect,2.7196088545183756,4056.550792811365
SLR,0.12207317249092231,0.9071322892751085
