risk_averse,breach,pop_growth,mem,fixed_effect,slr,RSI
0.5947265625,0.0,0.00787109375,4.0,0.02099609375,1.0,0.0
0.5947265625,0.0,0.00787109375,4.0,0.09052734375,3.0,0.0
0.5947265625,1.0,0.01251953125,9.0,0.02099609375,3.0,0.0
0.1708984375,0.0,0.01251953125,9.0,0.02099609375,3.0,0.0
0.1708984375,1.0,0.00787109375,9.0,0.02099609375,3.0,0.0
0.1708984375,1.0,0.01251953125,4.0,0.02099609375,3.0,0.0
0.1708984375,1.0,0.01251953125,9.0,0.09052734375,3.0,0.0
0.1708984375,1.0,0.01251953125,9.0,0.02099609375,1.0,0.0
0.1708984375,1.0,0.01251953125,9.0,0.02099609375,3.0,0.0
0.0947265625,1.0,0.01787109375,10.0,0.04052734375,2.0,0.0
0.6708984375,1.0,0.01787109375,10.0,0.04052734375,2.0,0.0
0.0947265625,0.0,0.01787109375,10.0,0.04052734375,2.0,0.0
0.0947265625,1.0,0.00251953125,10.0,0.04052734375,2.0,0.0
0.0947265625,1.0,0.01787109375,15.0,0.04052734375,2.0,0.0
0.0947265625,1.0,0.01787109375,10.0,0.07099609375,2.0,0.0
0.0947265625,1.0,0.01787109375,10.0,0.04052734375,2.0,0.0
0.0947265625,0.0,0.00251953125,15.0,0.07099609375,2.0,0.0
0.6708984375,1.0,0.00251953125,15.0,0.07099609375,2.0,0.0
0.6708984375,0.0,0.01787109375,15.0,0.07099609375,2.0,0.0
0.6708984375,0.0,0.00251953125,10.0,0.07099609375,2.0,0.0
0.6708984375,0.0,0.00251953125,15.0,0.04052734375,2.0,0.0
0.6708984375,0.0,0.00251953125,15.0,0.07099609375,2.0,0.0
0.6708984375,0.0,0.00251953125,15.0,0.07099609375,2.0,0.0
0.0634765625,0.0,0.00099609375,9.0,0.062402343750000006,1.0,0.0
0.9521484375,0.0,0.00099609375,9.0,0.062402343750000006,1.0,0.0
0.0634765625,1.0,0.00099609375,9.0,0.062402343750000006,1.0,0.0
0.0634765625,0.0,0.00064453125,9.0,0.062402343750000006,1.0,0.0
0.0634765625,0.0,0.00099609375,8.0,0.062402343750000006,1.0,0.0
0.0634765625,0.0,0.00099609375,9.0,0.07412109375,1.0,0.0
0.0634765625,0.0,0.00099609375,9.0,0.062402343750000006,1.0,0.0
0.0634765625,1.0,0.00064453125,8.0,0.07412109375,1.0,0.0
0.9521484375,0.0,0.00064453125,8.0,0.07412109375,1.0,0.0
0.9521484375,1.0,0.00099609375,8.0,0.07412109375,1.0,0.0
0.9521484375,1.0,0.00064453125,9.0,0.07412109375,1.0,0.0
0.9521484375,1.0,0.00064453125,8.0,0.062402343750000006,1.0,0.0
0.9521484375,1.0,0.00064453125,8.0,0.07412109375,1.0,0.0
0.9521484375,1.0,0.00064453125,8.0,0.07412109375,1.0,0.0
0.5634765625,1.0,0.01099609375,15.0,0.012402343750000001,3.0,0.0
0.4521484375,1.0,0.01099609375,15.0,0.012402343750000001,3.0,0.0
0.5634765625,0.0,0.01099609375,15.0,0.012402343750000001,3.0,0.0
0.5634765625,1.0,0.01064453125,15.0,0.012402343750000001,3.0,0.0
0.5634765625,1.0,0.01099609375,14.0,0.012402343750000001,3.0,0.0
0.5634765625,1.0,0.01099609375,15.0,0.024121093750000003,3.0,0.0
0.5634765625,1.0,0.01099609375,15.0,0.012402343750000001,3.0,0.0
0.5634765625,0.0,0.01064453125,14.0,0.024121093750000003,3.0,0.0
0.4521484375,1.0,0.01064453125,14.0,0.024121093750000003,3.0,0.0
0.4521484375,0.0,0.01099609375,14.0,0.024121093750000003,3.0,0.0
0.4521484375,0.0,0.01064453125,15.0,0.024121093750000003,3.0,0.0
0.4521484375,0.0,0.01064453125,14.0,0.012402343750000001,3.0,0.0
0.4521484375,0.0,0.01064453125,14.0,0.024121093750000003,3.0,0.0
0.4521484375,0.0,0.01064453125,14.0,0.024121093750000003,3.0,0.0
0.8134765625,0.0,0.0059960937500000006,6.0,0.037402343750000004,2.0,0.0
0.7021484375,0.0,0.0059960937500000006,6.0,0.037402343750000004,2.0,0.0
0.8134765625,0.0,0.0059960937500000006,6.0,0.037402343750000004,2.0,0.0
0.8134765625,0.0,0.01564453125,6.0,0.037402343750000004,2.0,0.0
0.8134765625,0.0,0.0059960937500000006,11.0,0.037402343750000004,2.0,0.0
0.8134765625,0.0,0.0059960937500000006,6.0,0.049121093750000004,2.0,0.0
0.8134765625,0.0,0.0059960937500000006,6.0,0.037402343750000004,3.0,0.0
0.8134765625,0.0,0.01564453125,11.0,0.049121093750000004,3.0,0.0
0.7021484375,0.0,0.01564453125,11.0,0.049121093750000004,3.0,0.0
0.7021484375,0.0,0.0059960937500000006,11.0,0.049121093750000004,3.0,0.0
0.7021484375,0.0,0.01564453125,6.0,0.049121093750000004,3.0,0.0
0.7021484375,0.0,0.01564453125,11.0,0.037402343750000004,3.0,0.0
0.7021484375,0.0,0.01564453125,11.0,0.049121093750000004,2.0,0.0
0.7021484375,0.0,0.01564453125,11.0,0.049121093750000004,3.0,0.0
0.3134765625,1.0,0.01599609375,12.0,0.08740234375,1.0,0.0
0.2021484375,1.0,0.01599609375,12.0,0.08740234375,1.0,0.0
0.3134765625,1.0,0.01599609375,12.0,0.08740234375,1.0,0.0
0.3134765625,1.0,0.00564453125,12.0,0.08740234375,1.0,0.0
0.3134765625,1.0,0.01599609375,5.0,0.08740234375,1.0,0.0
0.3134765625,1.0,0.01599609375,12.0,0.09912109375,1.0,0.0
0.3134765625,1.0,0.01599609375,12.0,0.08740234375,2.0,0.0
0.3134765625,1.0,0.00564453125,5.0,0.09912109375,2.0,0.0
0.2021484375,1.0,0.00564453125,5.0,0.09912109375,2.0,0.0
0.2021484375,1.0,0.01599609375,5.0,0.09912109375,2.0,0.0
0.2021484375,1.0,0.00564453125,12.0,0.09912109375,2.0,0.0
0.2021484375,1.0,0.00564453125,5.0,0.08740234375,2.0,0.0
0.2021484375,1.0,0.00564453125,5.0,0.09912109375,1.0,0.0
0.2021484375,1.0,0.00564453125,5.0,0.09912109375,2.0,0.0
0.4384765625,0.0,0.01349609375,10.0,0.09990234375000001,2.0,0.0
0.5771484375,0.0,0.01349609375,10.0,0.09990234375000001,2.0,0.0
0.4384765625,0.0,0.01349609375,10.0,0.09990234375000001,2.0,0.0
0.4384765625,0.0,0.018144531250000002,10.0,0.09990234375000001,2.0,0.0
0.4384765625,0.0,0.01349609375,13.0,0.09990234375000001,2.0,0.0
0.4384765625,0.0,0.01349609375,10.0,0.03662109375,2.0,0.0
0.4384765625,0.0,0.01349609375,10.0,0.09990234375000001,2.0,0.0
0.4384765625,0.0,0.018144531250000002,13.0,0.03662109375,2.0,0.0
0.5771484375,0.0,0.018144531250000002,13.0,0.03662109375,2.0,0.0
0.5771484375,0.0,0.01349609375,13.0,0.03662109375,2.0,0.0
0.5771484375,0.0,0.018144531250000002,10.0,0.03662109375,2.0,0.0
0.5771484375,0.0,0.018144531250000002,13.0,0.09990234375000001,2.0,0.0
0.5771484375,0.0,0.018144531250000002,13.0,0.03662109375,2.0,0.0
0.5771484375,0.0,0.018144531250000002,13.0,0.03662109375,2.0,0.0
0.9384765625,1.0,0.00349609375,4.0,0.04990234375,3.0,0.0
0.0771484375,1.0,0.00349609375,4.0,0.04990234375,3.0,0.0
0.9384765625,1.0,0.00349609375,4.0,0.04990234375,3.0,0.0
0.9384765625,1.0,0.00814453125,4.0,0.04990234375,3.0,0.0
0.9384765625,1.0,0.00349609375,7.0,0.04990234375,3.0,0.0
0.9384765625,1.0,0.00349609375,4.0,0.08662109375,3.0,0.0
0.9384765625,1.0,0.00349609375,4.0,0.04990234375,3.0,0.0
0.9384765625,1.0,0.00814453125,7.0,0.08662109375,3.0,0.0
0.0771484375,1.0,0.00814453125,7.0,0.08662109375,3.0,0.0
0.0771484375,1.0,0.00349609375,7.0,0.08662109375,3.0,0.0
0.0771484375,1.0,0.00814453125,4.0,0.08662109375,3.0,0.0
0.0771484375,1.0,0.00814453125,7.0,0.04990234375,3.0,0.0
0.0771484375,1.0,0.00814453125,7.0,0.08662109375,3.0,0.0
0.0771484375,1.0,0.00814453125,7.0,0.08662109375,3.0,0.0
0.6884765625,0.0,0.01849609375,13.0,0.02490234375,2.0,0.0
0.8271484375,0.0,0.01849609375,13.0,0.02490234375,2.0,0.0
0.6884765625,1.0,0.01849609375,13.0,0.02490234375,2.0,0.0
0.6884765625,0.0,0.00314453125,13.0,0.02490234375,2.0,0.0
0.6884765625,0.0,0.01849609375,4.0,0.02490234375,2.0,0.0
0.6884765625,0.0,0.01849609375,13.0,0.06162109375,2.0,0.0
0.6884765625,0.0,0.01849609375,13.0,0.02490234375,2.0,0.0
0.6884765625,1.0,0.00314453125,4.0,0.06162109375,2.0,0.0
0.8271484375,0.0,0.00314453125,4.0,0.06162109375,2.0,0.0
0.8271484375,1.0,0.01849609375,4.0,0.06162109375,2.0,0.0
0.8271484375,1.0,0.00314453125,13.0,0.06162109375,2.0,0.0
0.8271484375,1.0,0.00314453125,4.0,0.02490234375,2.0,0.0
0.8271484375,1.0,0.00314453125,4.0,0.06162109375,2.0,0.0
0.8271484375,1.0,0.00314453125,4.0,0.06162109375,2.0,0.0
0.1884765625,1.0,0.008496093750000001,7.0,0.07490234375,1.0,0.0
0.3271484375,1.0,0.008496093750000001,7.0,0.07490234375,1.0,0.0
0.1884765625,0.0,0.008496093750000001,7.0,0.07490234375,1.0,0.0
0.1884765625,1.0,0.01314453125,7.0,0.07490234375,1.0,0.0
0.1884765625,1.0,0.008496093750000001,10.0,0.07490234375,1.0,0.0
0.1884765625,1.0,0.008496093750000001,7.0,0.01162109375,1.0,0.0
0.1884765625,1.0,0.008496093750000001,7.0,0.07490234375,1.0,0.0
0.1884765625,0.0,0.01314453125,10.0,0.01162109375,1.0,0.0
0.3271484375,1.0,0.01314453125,10.0,0.01162109375,1.0,0.0
0.3271484375,0.0,0.008496093750000001,10.0,0.01162109375,1.0,0.0
0.3271484375,0.0,0.01314453125,7.0,0.01162109375,1.0,0.0
0.3271484375,0.0,0.01314453125,10.0,0.07490234375,1.0,0.0
0.3271484375,0.0,0.01314453125,10.0,0.01162109375,1.0,0.0
0.3271484375,0.0,0.01314453125,10.0,0.01162109375,1.0,0.0
0.1259765625,0.0,0.01974609375,4.0,0.006152343750000001,1.0,0.0
0.5146484375,0.0,0.01974609375,4.0,0.006152343750000001,1.0,0.0
0.1259765625,0.0,0.01974609375,4.0,0.006152343750000001,1.0,0.0
0.1259765625,0.0,0.01939453125,4.0,0.006152343750000001,1.0,0.0
0.1259765625,0.0,0.01974609375,6.0,0.006152343750000001,1.0,0.0
0.1259765625,0.0,0.01974609375,4.0,0.00537109375,1.0,0.0
0.1259765625,0.0,0.01974609375,4.0,0.006152343750000001,1.0,0.0
0.1259765625,0.0,0.01939453125,6.0,0.00537109375,1.0,0.0
0.5146484375,0.0,0.01939453125,6.0,0.00537109375,1.0,0.0
0.5146484375,0.0,0.01974609375,6.0,0.00537109375,1.0,0.0
0.5146484375,0.0,0.01939453125,4.0,0.00537109375,1.0,0.0
0.5146484375,0.0,0.01939453125,6.0,0.006152343750000001,1.0,0.0
0.5146484375,0.0,0.01939453125,6.0,0.00537109375,1.0,0.0
0.5146484375,0.0,0.01939453125,6.0,0.00537109375,1.0,0.0
0.6259765625,1.0,0.00974609375,10.0,0.05615234375,2.0,0.0
0.0146484375,1.0,0.00974609375,10.0,0.05615234375,2.0,0.0
0.6259765625,1.0,0.00974609375,10.0,0.05615234375,2.0,0.0
0.6259765625,1.0,0.009394531250000001,10.0,0.05615234375,2.0,0.0
0.6259765625,1.0,0.00974609375,12.0,0.05615234375,2.0,0.0
0.6259765625,1.0,0.00974609375,10.0,0.05537109375,2.0,0.0
0.6259765625,1.0,0.00974609375,10.0,0.05615234375,2.0,0.0
0.6259765625,1.0,0.009394531250000001,12.0,0.05537109375,2.0,0.0
0.0146484375,1.0,0.009394531250000001,12.0,0.05537109375,2.0,0.0
0.0146484375,1.0,0.00974609375,12.0,0.05537109375,2.0,0.0
0.0146484375,1.0,0.009394531250000001,10.0,0.05537109375,2.0,0.0
0.0146484375,1.0,0.009394531250000001,12.0,0.05615234375,2.0,0.0
0.0146484375,1.0,0.009394531250000001,12.0,0.05537109375,2.0,0.0
0.0146484375,1.0,0.009394531250000001,12.0,0.05537109375,2.0,0.0
0.8759765625,0.0,0.01474609375,7.0,0.08115234375000001,3.0,0.0
0.7646484375,0.0,0.01474609375,7.0,0.08115234375000001,3.0,0.0
0.8759765625,1.0,0.01474609375,7.0,0.08115234375000001,3.0,0.0
0.8759765625,0.0,0.00439453125,7.0,0.08115234375000001,3.0,0.0
0.8759765625,0.0,0.01474609375,15.0,0.08115234375000001,3.0,0.0
0.8759765625,0.0,0.01474609375,7.0,0.08037109375000001,3.0,0.0
0.8759765625,0.0,0.01474609375,7.0,0.08115234375000001,3.0,0.0
0.8759765625,1.0,0.00439453125,15.0,0.08037109375000001,3.0,0.0
0.7646484375,0.0,0.00439453125,15.0,0.08037109375000001,3.0,0.0
0.7646484375,1.0,0.01474609375,15.0,0.08037109375000001,3.0,0.0
0.7646484375,1.0,0.00439453125,7.0,0.08037109375000001,3.0,0.0
0.7646484375,1.0,0.00439453125,15.0,0.08115234375000001,3.0,0.0
0.7646484375,1.0,0.00439453125,15.0,0.08037109375000001,3.0,0.0
0.7646484375,1.0,0.00439453125,15.0,0.08037109375000001,3.0,0.0
0.3759765625,1.0,0.00474609375,13.0,0.031152343750000002,1.0,0.0
0.2646484375,1.0,0.00474609375,13.0,0.031152343750000002,1.0,0.0
0.3759765625,0.0,0.00474609375,13.0,0.031152343750000002,1.0,0.0
0.3759765625,1.0,0.01439453125,13.0,0.031152343750000002,1.0,0.0
0.3759765625,1.0,0.00474609375,9.0,0.031152343750000002,1.0,0.0
0.3759765625,1.0,0.00474609375,13.0,0.03037109375,1.0,0.0
0.3759765625,1.0,0.00474609375,13.0,0.031152343750000002,2.0,0.0
0.3759765625,0.0,0.01439453125,9.0,0.03037109375,2.0,0.0
0.2646484375,1.0,0.01439453125,9.0,0.03037109375,2.0,0.0
0.2646484375,0.0,0.00474609375,9.0,0.03037109375,2.0,0.0
0.2646484375,0.0,0.01439453125,13.0,0.03037109375,2.0,0.0
0.2646484375,0.0,0.01439453125,9.0,0.031152343750000002,2.0,0.0
0.2646484375,0.0,0.01439453125,9.0,0.03037109375,1.0,0.0
0.2646484375,0.0,0.01439453125,9.0,0.03037109375,2.0,0.0
0.2509765625,0.0,0.00724609375,14.0,0.04365234375,1.0,0.0
0.8896484375,0.0,0.00724609375,14.0,0.04365234375,1.0,0.0
0.2509765625,1.0,0.00724609375,14.0,0.04365234375,1.0,0.0
0.2509765625,0.0,0.00189453125,14.0,0.04365234375,1.0,0.0
0.2509765625,0.0,0.00724609375,11.0,0.04365234375,1.0,0.0
0.2509765625,0.0,0.00724609375,14.0,0.09287109375000001,1.0,0.0
0.2509765625,0.0,0.00724609375,14.0,0.04365234375,1.0,0.0
0.2509765625,1.0,0.00189453125,11.0,0.09287109375000001,1.0,0.0
0.8896484375,0.0,0.00189453125,11.0,0.09287109375000001,1.0,0.0
0.8896484375,1.0,0.00724609375,11.0,0.09287109375000001,1.0,0.0
0.8896484375,1.0,0.00189453125,14.0,0.09287109375000001,1.0,0.0
0.8896484375,1.0,0.00189453125,11.0,0.04365234375,1.0,0.0
0.8896484375,1.0,0.00189453125,11.0,0.09287109375000001,1.0,0.0
0.8896484375,1.0,0.00189453125,11.0,0.09287109375000001,1.0,0.0
0.7509765625,1.0,0.01724609375,8.0,0.09365234375,3.0,0.0
0.3896484375,1.0,0.01724609375,8.0,0.09365234375,3.0,0.0
0.7509765625,0.0,0.01724609375,8.0,0.09365234375,3.0,0.0
0.7509765625,1.0,0.01189453125,8.0,0.09365234375,3.0,0.0
0.7509765625,1.0,0.01724609375,5.0,0.09365234375,3.0,0.0
0.7509765625,1.0,0.01724609375,8.0,0.042871093750000006,3.0,0.0
0.7509765625,1.0,0.01724609375,8.0,0.09365234375,3.0,0.0
0.7509765625,0.0,0.01189453125,5.0,0.042871093750000006,3.0,0.0
0.3896484375,1.0,0.01189453125,5.0,0.042871093750000006,3.0,0.0
0.3896484375,0.0,0.01724609375,5.0,0.042871093750000006,3.0,0.0
0.3896484375,0.0,0.01189453125,8.0,0.042871093750000006,3.0,0.0
0.3896484375,0.0,0.01189453125,5.0,0.09365234375,3.0,0.0
0.3896484375,0.0,0.01189453125,5.0,0.042871093750000006,3.0,0.0
0.3896484375,0.0,0.01189453125,5.0,0.042871093750000006,3.0,0.0
0.5009765625,0.0,0.0022460937500000003,11.0,0.06865234375,3.0,0.0
0.6396484375,0.0,0.0022460937500000003,11.0,0.06865234375,3.0,0.0
0.5009765625,0.0,0.0022460937500000003,11.0,0.06865234375,3.0,0.0
0.5009765625,0.0,0.01689453125,11.0,0.06865234375,3.0,0.0
0.5009765625,0.0,0.0022460937500000003,8.0,0.06865234375,3.0,0.0
0.5009765625,0.0,0.0022460937500000003,11.0,0.01787109375,3.0,0.0
0.5009765625,0.0,0.0022460937500000003,11.0,0.06865234375,2.0,0.0
0.5009765625,0.0,0.01689453125,8.0,0.01787109375,2.0,0.0
0.6396484375,0.0,0.01689453125,8.0,0.01787109375,2.0,0.0
0.6396484375,0.0,0.0022460937500000003,8.0,0.01787109375,2.0,0.0
0.6396484375,0.0,0.01689453125,11.0,0.01787109375,2.0,0.0
0.6396484375,0.0,0.01689453125,8.0,0.06865234375,2.0,0.0
0.6396484375,0.0,0.01689453125,8.0,0.01787109375,3.0,0.0
0.6396484375,0.0,0.01689453125,8.0,0.01787109375,2.0,0.0
0.0009765625,1.0,0.012246093750000001,5.0,0.01865234375,2.0,0.0
0.1396484375,1.0,0.012246093750000001,5.0,0.01865234375,2.0,0.0
0.0009765625,1.0,0.012246093750000001,5.0,0.01865234375,2.0,0.0
0.0009765625,1.0,0.0068945312500000005,5.0,0.01865234375,2.0,0.0
0.0009765625,1.0,0.012246093750000001,14.0,0.01865234375,2.0,0.0
0.0009765625,1.0,0.012246093750000001,5.0,0.06787109375,2.0,0.0
0.0009765625,1.0,0.012246093750000001,5.0,0.01865234375,1.0,0.0
0.0009765625,1.0,0.0068945312500000005,14.0,0.06787109375,1.0,0.0
0.1396484375,1.0,0.0068945312500000005,14.0,0.06787109375,1.0,0.0
0.1396484375,1.0,0.012246093750000001,14.0,0.06787109375,1.0,0.0
0.1396484375,1.0,0.0068945312500000005,5.0,0.06787109375,1.0,0.0
0.1396484375,1.0,0.0068945312500000005,14.0,0.01865234375,1.0,0.0
0.1396484375,1.0,0.0068945312500000005,14.0,0.06787109375,2.0,0.0
0.1396484375,1.0,0.0068945312500000005,14.0,0.06787109375,1.0,0.0
0.00146484375,0.0,0.008955078125,9.0,0.055712890625000004,3.0,0.0
0.24169921875,0.0,0.008955078125,9.0,0.055712890625000004,3.0,0.0
0.00146484375,1.0,0.008955078125,9.0,0.055712890625000004,3.0,0.0
0.00146484375,0.0,0.013935546875,9.0,0.055712890625000004,3.0,0.0
0.00146484375,0.0,0.008955078125,12.0,0.055712890625000004,3.0,0.0
0.00146484375,0.0,0.008955078125,9.0,0.082177734375,3.0,0.0
0.00146484375,0.0,0.008955078125,9.0,0.055712890625000004,3.0,0.0
0.00146484375,1.0,0.013935546875,12.0,0.082177734375,3.0,0.0
0.24169921875,0.0,0.013935546875,12.0,0.082177734375,3.0,0.0
0.24169921875,1.0,0.008955078125,12.0,0.082177734375,3.0,0.0
0.24169921875,1.0,0.013935546875,9.0,0.082177734375,3.0,0.0
0.24169921875,1.0,0.013935546875,12.0,0.055712890625000004,3.0,0.0
0.24169921875,1.0,0.013935546875,12.0,0.082177734375,3.0,0.0
0.24169921875,1.0,0.013935546875,12.0,0.082177734375,3.0,0.0
0.50146484375,1.0,0.018955078125,15.0,0.0057128906250000005,2.0,0.0
0.74169921875,1.0,0.018955078125,15.0,0.0057128906250000005,2.0,0.0
0.50146484375,0.0,0.018955078125,15.0,0.0057128906250000005,2.0,0.0
0.50146484375,1.0,0.003935546875,15.0,0.0057128906250000005,2.0,0.0
0.50146484375,1.0,0.018955078125,6.0,0.0057128906250000005,2.0,0.0
0.50146484375,1.0,0.018955078125,15.0,0.032177734375,2.0,0.0
0.50146484375,1.0,0.018955078125,15.0,0.0057128906250000005,2.0,0.0
0.50146484375,0.0,0.003935546875,6.0,0.032177734375,2.0,0.0
0.74169921875,1.0,0.003935546875,6.0,0.032177734375,2.0,0.0
0.74169921875,0.0,0.018955078125,6.0,0.032177734375,2.0,0.0
0.74169921875,0.0,0.003935546875,15.0,0.032177734375,2.0,0.0
0.74169921875,0.0,0.003935546875,6.0,0.0057128906250000005,2.0,0.0
0.74169921875,0.0,0.003935546875,6.0,0.032177734375,2.0,0.0
