params,exp_mean,exp_var
Risk Averse,8.917790542322475,2582.6896101649827
Breach Likelihood,1.3220249193692066,421.39653944888653
Pop. Growth,26.113188536069075,2.1302504653774044e6
Flood Memory,0.031037935614113686,0.8994930295829012
Expectation Effect,0.3309448313943664,17.394488550859105
Base Move Prob.,118.0944740165644,1.550089466940592e6
