params,exp_mean,exp_var
Risk Averse,0.13678753394556034,0.2981127051077328
Breach Likelihood,0.429987605520263,0.05597686571553776
Pop. Growth,6.034867661015735,21.842965211643136
Flood Memory,0.007700053196942443,0.0004540293894983999
Expectation Effect,0.0029980996753414414,0.17126805409605725
Base Move Prob.,0.047859065692373706,9.069512030137028
