risk_averse,breach_null,pop_growth,mem,fixed_effect,base_move,RSI
0.2197265625,0.3193359375,0.025927734375,12.0,0.022421875,0.046289062500000006,0.13408257407006202
0.0458984375,0.3193359375,0.025927734375,12.0,0.022421875,0.046289062500000006,0.1423907524130446
0.2197265625,0.4798828125,0.025927734375,12.0,0.022421875,0.046289062500000006,0.18614697536732153
0.2197265625,0.3193359375,0.025048828125000002,12.0,0.022421875,0.046289062500000006,0.13881397884229932
0.2197265625,0.3193359375,0.025927734375,4.0,0.022421875,0.046289062500000006,0.04530007767369154
0.2197265625,0.3193359375,0.025927734375,12.0,0.006796875,0.046289062500000006,0.13196164562813525
0.2197265625,0.3193359375,0.025927734375,12.0,0.022421875,0.0201953125,0.13597722921093033
0.2197265625,0.4798828125,0.025048828125000002,4.0,0.006796875,0.0201953125,0.11661177815917073
0.0458984375,0.3193359375,0.025048828125000002,4.0,0.006796875,0.0201953125,0.07145977690669643
0.0458984375,0.4798828125,0.025927734375,4.0,0.006796875,0.0201953125,0.12072093485391774
0.0458984375,0.4798828125,0.025048828125000002,12.0,0.006796875,0.0201953125,0.1956502010898375
0.0458984375,0.4798828125,0.025048828125000002,4.0,0.022421875,0.0201953125,0.12447005798837268
0.0458984375,0.4798828125,0.025048828125000002,4.0,0.006796875,0.046289062500000006,0.11497139662141212
0.0458984375,0.4798828125,0.025048828125000002,4.0,0.006796875,0.0201953125,0.12496815191296881
0.7197265625,0.4193359375,0.0009277343750000001,6.0,0.062421875,0.0262890625,0.10593301560011849
0.5458984375,0.4193359375,0.0009277343750000001,6.0,0.062421875,0.0262890625,0.15661150169692017
0.7197265625,0.3798828125,0.0009277343750000001,6.0,0.062421875,0.0262890625,0.09047780893081146
0.7197265625,0.4193359375,4.8828125e-5,6.0,0.062421875,0.0262890625,0.10815182224715726
0.7197265625,0.4193359375,0.0009277343750000001,10.0,0.062421875,0.0262890625,0.1440801329941563
0.7197265625,0.4193359375,0.0009277343750000001,6.0,0.046796875,0.0262890625,0.10615181696780555
0.7197265625,0.4193359375,0.0009277343750000001,6.0,0.062421875,0.040195312500000004,0.10998784655786073
0.7197265625,0.3798828125,4.8828125e-5,10.0,0.046796875,0.040195312500000004,0.14905521611784156
0.5458984375,0.4193359375,4.8828125e-5,10.0,0.046796875,0.040195312500000004,0.1924780780446219
0.5458984375,0.3798828125,0.0009277343750000001,10.0,0.046796875,0.040195312500000004,0.1776088015484613
0.5458984375,0.3798828125,4.8828125e-5,6.0,0.046796875,0.040195312500000004,0.1319306720586049
0.5458984375,0.3798828125,4.8828125e-5,10.0,0.062421875,0.040195312500000004,0.18111992299170904
