seed,RSI
1000,0.23442174014898154
1001,0.11934619737833686
1002,0.07443426243176036
1003,0.2058270515988246
1004,0.23717794640917653
1005,0.13418783927782454
1006,0.43945030554080516
1007,0.17783092519774288
1008,0.15125537201391803
1009,0.09182788865210591
1010,0.3331331282363082
1011,0.28650296493748384
1012,0.31045792022417706
1013,0.18651584177534883
1014,0.20254135258780157
1015,0.17418966914304462
1016,0.29350486218419675
1017,0.21092786973383362
1018,0.44072903615580417
1019,0.24705981562819385
1020,0.4304778981950889
1021,0.406166015488068
1022,0.24845110997039604
1023,0.3822371139506767
1024,0.069545462017676
1025,0.08350965322310884
1026,0.19616123978155373
1027,0.3249993720623943
1028,0.22453442013756322
1029,0.3278545535069883
1030,0.18184629399882984
1031,0.10261474665086813
1032,0.16733929701787814
1033,0.09461164052904035
1034,0.17535196175579285
1035,-0.06729084718931104
1036,0.12010192709594761
1037,0.2755986014971465
1038,0.22574266179618815
1039,0.2970458272809873
1040,0.019463505310240353
1041,0.39305162750550354
1042,0.14844362671985212
1043,0.22329913646062527
1044,0.1357866081850897
1045,0.2102252006131222
1046,0.45632301520616486
1047,0.06577979862334318
1048,0.07112057173890943
1049,0.18023258058063424
1050,0.06362345773694561
1051,0.30059823137964997
1052,0.054419672370186196
1053,0.09074645651099708
1054,0.10780133303595045
1055,0.27384138595098634
1056,0.27504527401010026
1057,0.06669860248102129
1058,0.1851143719676201
1059,0.21269778690229432
1060,0.20765987556245608
1061,0.2617483489873619
1062,0.21187953647825716
1063,0.08345279384552985
1064,0.15779189426063583
1065,0.3935934645977469
1066,0.21294408286436017
1067,0.2932476495281726
1068,0.10371196016462256
1069,0.30883044153665534
1070,0.19824739316544643
1071,0.39146032791429125
1072,0.21322694280941043
1073,0.40174078526001267
1074,0.17525272312344253
1075,0.15920029024911192
1076,0.24376785298783074
1077,0.40232257844302705
1078,0.19420018513350806
1079,0.15962066288159327
1080,0.18244517804052973
1081,0.056720566131977936
1082,0.3029517207598039
1083,0.3512986327757955
1084,0.21074097606486109
1085,0.44140413250971344
1086,0.15664695144804952
1087,0.2796207328178306
1088,0.3324618155133278
1089,0.18995720995846593
1090,0.16117631764116594
1091,0.28462905696176055
1092,0.35142004989888076
1093,0.0760960089660341
1094,0.24561767235415546
1095,0.6035915023742849
1096,0.2481546504716888
1097,0.21933771817104442
1098,0.6748376813542348
1099,0.31899943248967
1100,0.11968221916626677
1101,0.1744625689458923
1102,0.3645415738897478
1103,0.338783884985121
1104,0.25428207783367185
1105,0.20150252651730105
1106,0.12796604411518714
1107,0.33927530146996515
1108,0.14463023372906073
1109,0.39756592892373394
1110,0.23609941303563448
1111,0.1476167512240179
1112,0.10644866456895846
1113,0.24208223426822678
1114,0.46465911338856947
1115,0.328426287038128
1116,0.2065417392562503
1117,0.38378170177273435
1118,0.1865756369641904
1119,0.3693299425310435
1120,0.3097265623456162
1121,0.28907119247402274
1122,0.31464833869644776
1123,0.35490668399811043
1124,-0.016699678578739552
1125,0.11791807671154986
1126,0.2759883561234571
1127,0.29993206209510914
1128,0.10776300115165766
1129,0.3450530197813999
1130,0.1792024976806548
1131,0.32560869924706703
1132,0.11489743632650573
1133,0.35381936311075485
1134,0.2606470211487298
1135,0.3723805205257974
1136,0.24535888259653849
1137,0.22068639036174476
1138,0.274283700884134
1139,0.39785330341608627
1140,0.1971648387713387
1141,0.21077044931398556
1142,0.13761702265880177
1143,0.18719268454548596
1144,0.2149458577057497
1145,0.3570871378220786
1146,0.3544158127420175
1147,0.31196782466944806
1148,0.11741195006277394
1149,0.08774695787574964
1150,0.16825230688298456
1151,0.4037154788761915
1152,0.17401476955312783
1153,0.0859281640697442
1154,0.19470485875993881
1155,0.21016412486354827
1156,-0.06759489104225996
1157,0.3123205707635979
1158,0.007185843520041097
1159,0.05108546356924291
1160,0.2763786048332251
1161,0.3981373353721937
1162,0.042908547767340946
1163,0.46521796018757405
1164,0.31528923057330416
1165,0.30368302563445004
1166,0.19625995211607108
1167,0.2782093022791508
1168,0.07521136825509349
1169,0.4883365250049956
1170,0.2513689539874576
1171,0.06305420458173353
1172,0.19298388127543495
1173,0.3400993351322762
1174,0.21429117861423674
1175,0.208374041875695
1176,0.19302894799046702
1177,0.17813583613278167
1178,0.3817934195066149
1179,0.20224462327309586
1180,0.18371016023582307
1181,0.07669984618348633
1182,0.12346148399373257
1183,0.23569482381506102
1184,0.2864728191962093
1185,0.096423072722273
1186,0.38426404519536417
1187,0.29837361365853715
1188,0.289613787256957
1189,0.4293089963549307
1190,0.19172689391107386
1191,0.26280931608816555
1192,0.11456885092248821
1193,0.2884452734935271
1194,0.16881412116593908
1195,0.18358864319546628
1196,-0.021315688803918355
1197,0.25246646301981257
1198,0.22786654159479217
1199,0.2619574083176093
1200,0.26191298494464127
1201,0.3524348552250843
1202,0.226025075577997
1203,0.321087602338466
1204,0.21987016707311224
1205,0.3618989731620247
1206,0.23519604244110334
1207,0.37651868030599067
1208,0.43694563525241603
1209,0.2578793473634939
1210,0.3764696658655914
1211,0.3688097595342827
1212,0.11475481694181833
1213,0.26098888859869623
1214,0.24415983934400348
1215,0.123638292318689
1216,0.40142428537744573
1217,0.2707865622907885
1218,0.4754979645488381
1219,0.214714038639304
1220,0.1897606748619218
1221,0.201134692606234
1222,0.17792446342958662
1223,0.08404811426482134
1224,0.20347336587757098
1225,0.33181857699256423
1226,0.25907683560769873
1227,0.1721315865134312
1228,0.21678843120184516
1229,0.23325739797181036
1230,0.24085696512733062
1231,0.20997411492311638
1232,0.2899000238866369
1233,0.3623772631680512
1234,0.21680485665107746
1235,0.25203145657591375
1236,0.12159580409458821
1237,0.20558267564778265
1238,0.3437734689336252
1239,0.29868297064257104
1240,0.20750697933426954
1241,0.45615605902144635
1242,0.25101888292533403
1243,0.16346617752750847
1244,0.2574967347638924
1245,0.12477371224055221
1246,0.5068010204145755
1247,0.27145506189020013
1248,0.40454317011951985
1249,0.07460855618080006
1250,0.21779325344762573
1251,0.03208100166221056
