seed,RSI
1000,0.2697371810711513
1001,0.15437686251963093
1002,0.1074671546784459
1003,0.09820235928839688
1004,0.2725716274568371
1005,0.16729007211464655
1006,0.05087504757242848
1007,0.21259487213001288
1008,0.18324321147662437
1009,0.12694064095367705
1010,0.3649035606480639
1011,0.32134527058101486
1012,0.34588152660726074
1013,0.2012232393240112
1014,0.2871713425893508
1015,0.20903835835133752
1016,0.3322916526219112
1017,0.246000944139874
1018,0.4078149255156909
1019,0.282093026198522
1020,0.465433537328175
1021,0.441107955750209
1022,0.06494562313052928
1023,0.048931776161777636
1024,0.10273350525911407
1025,0.23778641996344665
1026,0.23126341374350703
1027,0.061447121603506544
1028,0.4082647031863582
1029,0.2666472361022414
1030,0.21728108326673254
1031,0.13758376807901285
1032,0.20239589070783204
1033,0.1285731742184838
1034,0.21064860598360868
1035,-0.04217361507072066
1036,0.15206998802062424
1037,0.3124734682874323
1038,0.2574931345542392
1039,0.331973809637877
1040,0.048045262522173324
1041,0.29899047419981034
1042,0.18315163069027746
1043,0.25818001540847596
1044,0.17083242074354138
1045,0.24528113879154748
1046,0.061960300956284076
1047,0.09849557278362477
1048,0.1028380989908426
1049,0.21578409680908844
1050,0.09112618973349826
1051,-0.0036136651505209523
1052,0.09141120723254983
1053,0.12265486418104463
1054,0.14276609488086034
1055,0.10697789223097043
1056,0.3100477089157454
1057,0.09744269307709062
1058,0.15395000952003582
1059,0.24735383151480667
1060,0.09448214797934383
1061,0.2931914521111353
1062,0.24673086815482825
1063,0.10254999086968106
1064,0.192635181386628
1065,0.4286225936603614
1066,0.24833898599404733
1067,0.32833453349540925
1068,0.13417105256829862
1069,0.34329522114560085
1070,0.23333977835769856
1071,0.4262575673649374
1072,0.248004983865189
1073,0.4348258124377292
1074,0.20984402281286302
1075,0.0790093946435781
1076,0.2785476978945453
1077,0.42800958331778155
1078,0.2292142302190932
1079,0.360186171313589
1080,0.21733975369102154
1081,0.09066527140977375
1082,0.04680617724268831
1083,-0.05996881828685302
1084,0.24358252969670768
1085,-0.07398542040067278
1086,0.19096663137330971
1087,0.3144982869590892
1088,0.008323656634066659
1089,0.22492819076610998
1090,0.19581985684249636
1091,0.31664686300659606
1092,0.17716596441890192
1093,0.1110135647969867
1094,0.2813401523121992
1095,0.22708463795347064
1096,0.27951641547286465
1097,0.25408041437849566
1098,0.013921067710576747
1099,0.3528401008551378
1100,0.15459664331834191
1101,0.20785466873486488
1102,0.242570045827851
1103,-0.058301282738573
1104,0.28912548964717477
1105,0.23589917945148386
1106,0.16656002120829833
1107,0.2304973370337338
1108,0.1795497018839311
1109,0.20584499679918705
1110,0.2705463026232147
1111,0.1806256943232747
1112,0.13845913620962766
