return_period,median,LB,RB
530,-4885.324910755611,-6003.971888383896,-3235.208606590002
540,-4959.495224775628,-6081.890300898367,-3298.7250376444513
550,-5032.534642570057,-6164.0032720597865,-3363.3249837811723
560,-5103.9735302402305,-6239.1392988530515,-3435.029317043013
570,-5174.01952699249,-6313.473826018713,-3505.968757631396
580,-5240.96497452702,-6388.147601876395,-3567.435590938895
590,-5301.161656158014,-6464.270232679405,-3619.5839679027977
600,-5363.382267612633,-6531.428598709837,-3674.5747883136755
610,-5433.807640171088,-6603.97192810702,-3738.3717588473737
620,-5504.345117427165,-6675.804592587672,-3801.5437474686523
630,-5573.615245436091,-6746.944859721395,-3864.1068192742
640,-5642.603119532251,-6817.410246075446,-3926.0763789047055
650,-5709.186023168026,-6894.159115666226,-3995.9749058595626
660,-5777.043308859984,-6967.144300980224,-4069.3915836323094
670,-5837.775626507578,-7030.088777852755,-4133.85738250758
680,-5894.955744321872,-7090.308122943281,-4189.078912083276
690,-5959.815350602076,-7155.994403313691,-4248.038972100258
700,-6026.392993882617,-7224.319185374226,-4310.525377864628
710,-6092.222649986921,-7292.060387879849,-4372.4780711492185
720,-6160.235850757284,-7359.231116585832,-4433.909037817972
730,-6225.925697411688,-7425.844005581983,-4494.829832373342
740,-6291.077450991543,-7492.0544701141625,-4555.251599159343
750,-6355.702707428345,-7560.917448284525,-4615.185092248271
760,-6415.123608511245,-7622.302711162234,-4669.86480633654
770,-6470.685292026739,-7678.460230425881,-4720.65980386679
780,-6529.137350821751,-7739.2085299631235,-4774.724164692485
790,-6593.818201711345,-7807.996101544117,-4835.407840766931
800,-6657.983998179226,-7880.849957039969,-4894.067770179174
810,-6721.117309492974,-7947.306074212331,-4952.289107614961
820,-6783.78439203703,-8018.1899500798045,-5010.080490372979
830,-6845.994315727661,-8080.9280386395585,-5067.450282700955
840,-6905.970480835019,-8146.843945853494,-5124.406587604808
850,-6965.451944404238,-8210.136738485695,-5180.957258010975
860,-7021.88470965186,-8269.774245505865,-5231.890907942683
870,-7073.406169134417,-8326.643195834256,-5280.696763996108
880,-7128.968292336473,-8385.728819225755,-5333.85812784426
890,-7191.446323138984,-8456.564337389216,-5394.72884772103
900,-7249.738795995576,-8517.362036671339,-5455.190342823446
910,-7307.643719741881,-8578.976943577853,-5515.249868383569
920,-7366.230338456555,-8639.5779880758,-5574.914472900315
930,-7426.171406888365,-8699.784870558304,-5634.191006205383
940,-7485.726787018806,-8759.60435437004,-5693.086127132608
950,-7544.903026572612,-8819.866438898003,-5751.606310815525
960,-7602.943113871126,-8883.18968427942,-5809.032643999109
970,-7653.605697644668,-8943.181439489523,-5859.436084121633
980,-7703.885223840081,-9001.672938266149,-5909.528545558953
990,-7757.08400639003,-9059.223244221823,-5964.26696423375
1000,-7814.52672488989,-9120.539548084624,-6023.547872117706
