return_period,median,LB,RB
720,-6965.183413440171,-7721.401245871475,-5843.407345775271
730,-7031.950142826613,-7789.706379160827,-5907.712628917052
740,-7098.169957940561,-7857.45199646634,-5970.90064047426
750,-7163.85464481075,-7924.650155384234,-6032.8016472252
760,-7223.9791914619545,-7986.102437476489,-6090.800111929773
770,-7281.26120744036,-8043.302669299408,-6144.574288200798
780,-7341.211092573418,-8105.5241460256075,-6201.2527237491595
790,-7405.011931886282,-8179.005112682494,-6264.173551485293
800,-7468.329721698501,-8251.92973956967,-6326.617992472518
810,-7533.177812008592,-8321.900045942293,-6388.595545226745
820,-7595.701491617764,-8388.716115527308,-6450.1154042917315
830,-7658.401875122729,-8451.523778077759,-6512.178479870723
840,-7719.598103468559,-8513.709321893384,-6572.668054309557
850,-7780.570649657873,-8575.451989334353,-6632.726830820318
860,-7836.0521368339505,-8631.14720667569,-6687.045424035636
870,-7889.131334727463,-8684.141873283412,-6739.072654622085
880,-7945.803139864155,-8740.315638511021,-6793.74209344868
890,-8007.219785479736,-8801.04987695309,-6854.749294760153
900,-8067.596810623771,-8861.375808165145,-6915.346353752935
910,-8128.329649250711,-8921.300671111905,-6975.540541926418
920,-8188.663139468316,-8980.831498488476,-7034.696789539601
930,-8247.830469298257,-9039.975124768196,-7092.653070323368
940,-8304.74481261582,-9098.73819385478,-7151.416139409948
950,-8362.534771850982,-9157.12716636352,-7209.805111918691
960,-8419.713058786376,-9215.694527733143,-7267.101060472643
970,-8470.221363235312,-9270.625755493898,-7317.374928769663
980,-8520.700141855952,-9326.641747075475,-7367.33861781254
990,-8574.793558172016,-9386.238560639951,-7421.305950313383
1000,-8632.945059849662,-9449.335835984251,-7479.18752346188
