return_period,median,LB,RB
530,-4885.638909596035,-6008.340727135017,-3278.727564635038
540,-4959.550507511102,-6088.04227755358,-3343.536481205132
550,-5032.955122394506,-6164.0032720597865,-3407.6285703197427
560,-5105.562532901458,-6239.668290157209,-3471.024592926561
570,-5177.395417325966,-6318.112658969054,-3538.6374892410718
580,-5246.417839571789,-6394.066988947197,-3599.9004663015758
590,-5306.37869208581,-6461.789881178842,-3652.2238378190477
600,-5368.798373269075,-6531.428598709837,-3707.3423325198332
610,-5439.713166023801,-6603.97192810702,-3771.1393030535296
620,-5510.187293114747,-6677.292425452979,-3834.3112916748105
630,-5579.656329078907,-6757.099487650287,-3902.010230596169
640,-5645.535177239866,-6831.575062480515,-3964.979299252977
650,-5715.415880873246,-6908.422043644546,-4027.3603025603256
660,-5781.4745397155375,-6981.675209885503,-4089.1676615761353
670,-5841.028339231803,-7047.754537592185,-4144.023217362521
680,-5898.933629738449,-7110.864411247056,-4196.0527315207355
690,-5962.956011582789,-7179.35468674832,-4256.205819480469
700,-6030.018442011726,-7248.310644624655,-4320.29626821338
710,-6096.508074956044,-7316.677631910934,-4381.977563082137
720,-6162.437774032354,-7384.468875431758,-4443.098272343472
730,-6227.819939906176,-7451.697125989067,-4503.711386118261
740,-6295.301159418437,-7518.37468176049,-4563.827992465947
750,-6362.320903120279,-7592.689852782845,-4623.050608897204
760,-6422.27905975269,-7653.6318541689725,-4675.794747281701
770,-6477.634709885111,-7709.044578747425,-4724.355360756366
780,-6535.59451086535,-7773.164957867102,-4776.300396529958
790,-6599.688687370455,-7849.00889769189,-4835.407840766931
800,-6663.201659264357,-7917.188795428383,-4894.067770179174
810,-6726.43090477142,-7985.728285912777,-4952.289107614961
820,-6789.097987315475,-8048.951768772284,-5010.080490372979
830,-6850.781747253184,-8114.008828558601,-5067.450282700955
840,-6912.781716556112,-8176.963171477425,-5126.450505103385
850,-6974.391157185955,-8242.725175250109,-5187.070578590885
860,-7028.821447686645,-8302.906725109086,-5241.060273022459
870,-7080.925567896037,-8361.359253767598,-5292.11779776985
880,-7136.1960457750265,-8417.969645017925,-5346.103655991719
890,-7196.864595246214,-8481.749157823346,-5405.653272701569
900,-7257.220585065466,-8549.666666895793,-5464.488001119618
910,-7318.196295419935,-8617.132636190907,-5522.931575319377
920,-7378.262231357198,-8684.154983417116,-5580.990854154057
930,-7437.937485738314,-8750.741403116308,-5639.818457495664
940,-7496.2679928583,-8816.899375278954,-5698.449474741603
950,-7554.279636108569,-8882.636173541605,-5756.707236076165
960,-7612.378818903968,-8941.81165417723,-5813.847353978352
970,-7662.511869410496,-8991.178519695697,-5865.339737795306
980,-7712.8618756366905,-9043.86011076987,-5916.419454090989
990,-7766.2858999629525,-9103.716700633988,-5969.877378884812
1000,-7823.022562873346,-9167.831673967707,-6027.758952033311
