return_period,median,LB,RB
10,-21.212512187698934,-76.53789126841419,-5.671073866111218
20,-89.86163339464943,-224.08367991266965,-19.186825203662682
30,-189.8996994740923,-400.36821272092607,-36.332062704443885
40,-212.58874324479206,-482.4214878763328,20.68209913456667
50,-169.3287803340412,-482.53323635709285,137.4516464788301
60,-52.436450812829435,-399.0813034365059,335.6947689144945
70,83.7350592202996,-298.2911285795384,547.7814562319006
80,217.2215641324026,-195.78236256480656,763.3303251203405
90,334.40301225660846,-113.68304013534133,946.9368478197283
100,453.8137742566403,-60.35373658053135,1126.763736924923
110,577.302716762118,1.1727173374456783,1303.4417998365532
120,684.6936106403102,63.90846669917381,1460.3226588662826
130,788.0225973103661,124.4002510901346,1609.2772086005746
140,892.3180887611135,177.8513584108091,1753.1016348863066
150,980.2925835157239,224.5878994300681,1882.5970725189743
160,1064.7688604435493,267.7985723076318,2002.2303221850211
170,1143.9751073388215,326.42824183794255,2118.717191973654
180,1216.3045647114145,367.67350703605644,2227.475462377327
190,1287.0876368294958,395.3873750908624,2326.5927908508124
200,1351.9544305967743,425.0013080022677,2424.9472187034994
210,1416.9679825600883,459.4618006338519,2508.4249969617704
220,1477.0022204190363,487.57279740228705,2593.3247541506603
230,1529.9239366588258,513.1826784390914,2672.0088944037907
240,1581.1401710184382,546.9964907835829,2749.1673063278135
250,1627.6230530336961,575.6636189304281,2818.0763592917674
260,1670.073274099016,600.0519158578791,2883.987107640652
270,1711.3582969973204,622.7866067918703,2946.240035690784
280,1749.3220107281059,643.7475986673235,3002.5904642638848
290,1787.7841761136642,663.5031246934741,3056.312585664615
300,1822.0443323965228,682.0703469018246,3111.197033078892
310,1853.2363586565934,699.5210352918158,3157.9168806446023
320,1884.4878611495906,715.8650954665428,3205.705650666494
330,1911.8768315224224,730.6554205390631,3251.328774388234
340,1937.6404033855451,744.4086220625578,3291.5183127445
350,1962.6316348792307,757.1476730452468,3329.840561849298
360,1990.1839851694804,768.8973111876703,3366.3847339955682
370,2012.208300720872,779.6991084134706,3401.2577067270595
380,2030.909982086695,789.2083414976096,3434.3371014834584
390,2047.957988433287,795.6462132086499,3463.088530587702
400,2063.4935612255367,803.6050700034775,3490.4176346377953
410,2078.8087711779554,810.626983814921,3516.3874546306088
420,2092.8108279133003,816.7458677441018,3541.0574592687217
430,2104.7851902152543,821.9945395968643,3564.4838279800733
440,2115.729309945921,826.4045232687613,3586.7194436214413
450,2124.843756001639,830.417474286598,3606.3248205751433
460,2132.3734975365333,834.487604846001,3623.419368924646
470,2141.976608120056,838.5049289623112,3640.2921302131263
480,2149.305365935129,842.471235043331,3656.950615753399
490,2156.3559300522884,846.3882151084126,3673.401932026766
500,2163.4235808958383,850.2059774686159,3689.6528102816683
510,2171.8342977789107,853.2644199715478,3705.709633422077
520,2180.003348528824,856.1796597004341,3721.077288496869
530,2187.473152558543,858.6073460100979,3734.149445548873
540,2194.8587840764976,861.0076762534354,3747.0743007053015
550,2202.162725855942,863.3814573317468,3759.856198819327
560,2209.3873438168303,865.7294581690367,3772.499280250884
570,2213.737049121064,868.0524121429698,3785.0074939566457
580,2220.2298242198904,870.3510193204984,3797.384609527977
590,2228.2850226600513,872.6259485169121,3813.5852281730486
600,2235.4699641042025,874.6500988452481,3829.3125832396945
610,2239.9288921522602,876.0220767061892,3842.860864616474
620,2244.3441386687955,877.3806140958932,3856.276421339806
630,2248.7168264831635,878.7260565003144,3869.5626650834583
640,2253.0480322637886,880.0587352020448,3882.722867263061
650,2257.338789105039,881.3789680762711,3895.7601668960724
660,2262.7252984504084,882.6870603305742,3908.677577907316
670,2266.4520024309895,883.9833051933856,3921.4779959275565
680,2270.145455596541,885.2679845553193,3934.164204626628
690,2273.5996665427065,886.3345986040385,3944.257630060827
700,2277.05184476055,887.2813623277434,3952.9362975281038
710,2281.275892029953,888.2200394987194,3961.5408382620717
720,2285.4643670300957,889.1508117209723,3970.072916966068
730,2289.618057567961,890.0738540627208,3977.7090716237217
740,2293.7377234851847,890.989335377657,3984.727761704924
750,2297.824098013978,891.8974186062769,3991.6897331243435
760,2301.0628989607503,892.7982610588078,3998.596191927052
770,2305.361758328838,893.6920146810371,4005.4483030308384
780,2307.6313771739515,894.3834182919345,4011.4655600932765
790,2309.098063135165,894.6767554841717,4015.8656179769205
800,2310.5536445101607,894.9678717591742,4020.2323621019023
810,2311.9983427095576,895.2568113990546,4024.566456700102
820,2313.432372058396,895.5436172688223,4028.868544746605
830,2314.8559401062266,895.8283308783903,4033.1392488901256
840,2316.2692479202215,896.1109924411903,4037.3791723321046
850,2318.8794787965417,896.3916409295562,4041.5888996576177
860,2321.944883970282,896.6703141271682,4045.7689976218116
870,2324.988964036522,896.9470486786449,4049.9200158939566
880,2327.221880136549,897.2218801365525,4053.2522578256066
890,2327.4948430059558,897.4948430059521,4054.617072172623
900,2327.765970786684,897.7659707866824,4055.9727110762688
910,2328.0352960134114,898.0352960134078,4057.319337209905
920,2328.3028502937523,898.3028502937523,4058.65710861162
930,2328.5686643444496,898.5686643444478,4059.986178865096
940,2329.8781258429663,898.8327680257407,4061.3066972715424
950,2331.190237584735,899.0951903740952,4062.6188090133
960,2332.4940838810253,899.3559596333525,4063.9226553095978
970,2333.7083692122615,899.6151032843663,4065.218373564676
980,2335.0138501171314,899.8726480732475,4066.506097509082
990,2335.7142857142826,900.0000000000018,4067.142857142857
1000,2335.7142857142862,900.0,4067.1428571428532
