seed,RSI
1000,0.12949217633642335
1001,0.035166234574006736
1002,0.028967801323365135
1003,0.12003440719671347
1004,0.2024349050253066
1005,0.06873708144780097
1006,0.14964778234208212
1007,0.06942714715045123
1008,-0.04750168194518436
1009,0.09781153383130782
1010,0.23060728166819805
1011,0.18984109772555577
1012,0.18784071469457087
1013,-0.01742268541412883
1014,0.19048563041730907
1015,0.0836918899509324
1016,0.18589230869393125
1017,0.11659789482108611
1018,0.22202513945588315
1019,0.13256104952522302
1020,0.2797644028367784
1021,0.19542312687619245
1022,0.16510750227091478
1023,0.18273504246518515
1024,-0.01883866709955815
1025,-0.09471684526374664
1026,0.10010840275324177
1027,0.15182722649281413
1028,0.07185200783966969
1029,0.12552411962108279
1030,0.14025393680350018
1031,0.005442527892343659
1032,0.05809755473364613
1033,0.043065853166458466
1034,0.11736756448263087
1035,0.06507129754195108
1036,0.05039999055401791
1037,0.06509891016634387
1038,0.027374708653806278
1039,0.151929444278065
1040,-0.05572050009962969
1041,0.25651496556335385
1042,0.06697185814650138
1043,0.14353923102428268
1044,0.10105765310571081
1045,0.09620681124743626
1046,0.2752178710461975
1047,-0.014073882324394013
1048,0.00807947764123209
1049,0.1104296756273432
1050,-0.05053208728897254
1051,0.1287905679244928
1052,-0.014693891205145315
1053,-0.031242432141560163
1054,0.04761076852045171
1055,-0.06617097425734249
1056,0.1471399143255104
1057,-0.014002606255839026
1058,0.12461014270272257
1059,0.12941102526290707
1060,0.13866461959043294
1061,0.06944953420637752
1062,0.0911358681582913
1063,-0.01347895917012032
1064,0.08300305808507556
1065,0.30020357257775937
1066,0.11260000341220489
1067,0.12925317609650067
1068,-0.00825798952380382
1069,0.1694270565952151
1070,0.10720389296225438
1071,0.24484535033243987
1072,0.08268546895143074
1073,0.1988795111863828
1074,0.08823784798357599
1075,0.08082740420279161
1076,0.1522478264647742
1077,-0.1373576606004559
1078,0.12126588833821011
1079,-0.014293304115692188
1080,0.08873019433690368
1081,-0.014014629717185792
1082,0.16073285487066144
1083,0.16483791054071906
1084,0.020821524388534667
1085,0.09687199911216444
1086,0.04096475534608761
1087,0.15447466613797106
1088,0.08916918934462903
1089,0.08758613600031989
1090,0.062158212197983155
1091,0.051711513038623716
1092,-0.16430962647878528
1093,-0.008664766156264218
1094,0.1727524215897183
1095,0.2909972014988428
1096,-0.08422449249387617
1097,0.12504563078884456
1098,0.30504486167138345
1099,-0.1216762978112446
1100,0.047732611727478065
1101,0.052414704937309646
1102,0.1891002210512069
1103,0.11374012532031698
1104,0.1244623981485701
1105,0.18456293373111843
1106,0.012232780486814823
1107,0.17887171079451994
1108,0.0759741716330786
1109,0.15116787180770372
1110,0.1027956518636545
1111,0.010072890093485276
1112,0.007503379990669726
1113,0.146590989212873
1114,-0.07947402764664256
1115,0.17165339903270796
1116,-0.03820430369565045
1117,0.19126955975309054
1118,0.05875085085214967
1119,0.18028052452975246
1120,-0.22646333163577193
1121,0.14202119513983957
1122,0.023316032662593685
1123,0.18719352002392722
1124,-0.11946128523401957
1125,-0.09984757173410065
1126,0.12822991191774208
1127,0.18930960388054632
1128,-0.02883417143700701
1129,0.21880797562621765
1130,0.10464111994127873
1131,0.18536411893384308
1132,0.022866956690749913
1133,0.223818504305348
1134,0.07667155993798196
1135,0.19806209009682058
1136,0.14771842202213506
1137,0.15053922763208605
1138,0.1570553703188734
1139,0.1904947249955132
1140,0.11686623956541373
1141,0.09915255885674325
1142,-0.0966363692479361
1143,0.06378915725946882
1144,0.14888920636081399
1145,0.22263605158890468
1146,0.22431609093393295
1147,0.14633339371784743
1148,0.027341660565939504
1149,-0.035807551951990514
1150,-0.022417742816459283
