step,floodepth,risk_averse,seed
26,0.7503131348675461,0.3,1006
27,0.7201257658884548,0.3,1006
28,2.6861954781565873,0.3,1006
29,-0.2875725181401668,0.3,1006
30,-0.30583550077221844,0.3,1006
31,0.45913210920519404,0.3,1006
32,4.182889135233116,0.3,1006
33,-0.31950521702569246,0.3,1006
34,19.229038423672467,0.3,1006
35,-0.11304025177303956,0.3,1006
36,1.4636783925712997,0.3,1006
37,-0.252889185337393,0.3,1006
38,0.16217123965176777,0.3,1006
39,5.5271370698065585,0.3,1006
40,9.47813128371653,0.3,1006
41,0.4093907557857345,0.3,1006
42,-0.049029436176029506,0.3,1006
43,2.9159390465047976,0.3,1006
44,0.19242688992961393,0.3,1006
45,2.1817395066831935,0.3,1006
46,-0.39528671021622674,0.3,1006
47,-0.2230751704189523,0.3,1006
48,1.9335215683859805,0.3,1006
49,1.634949228680721,0.3,1006
50,3.7453855996367373,0.3,1006
0,0.0,0.7,1006
1,0.4421147486404108,0.7,1006
2,6.4872366157567125,0.7,1006
3,1.0251996577858258,0.7,1006
4,1.622281265756412,0.7,1006
5,0.9908475281673652,0.7,1006
6,1.6201299284277695,0.7,1006
7,5.086864298734156,0.7,1006
8,1.4051025238867174,0.7,1006
9,2.5516861366554964,0.7,1006
10,0.6988880438158203,0.7,1006
11,0.2644901631127826,0.7,1006
12,5.051307262531986,0.7,1006
13,2.202916851824833,0.7,1006
14,1.1215620120743188,0.7,1006
15,0.9907576720220117,0.7,1006
16,1.2555616347507206,0.7,1006
17,0.6310926385875547,0.7,1006
18,0.850777741626318,0.7,1006
19,0.394217282599009,0.7,1006
20,-0.16580250211803893,0.7,1006
21,5.033815685832845,0.7,1006
22,0.14882258542258858,0.7,1006
23,0.15005484257618495,0.7,1006
24,2.2504494253590606,0.7,1006
25,0.7938717148602552,0.7,1006
26,0.7503131348675461,0.7,1006
27,0.7201257658884548,0.7,1006
28,2.6861954781565873,0.7,1006
29,-0.2875725181401668,0.7,1006
30,-0.30583550077221844,0.7,1006
31,0.45913210920519404,0.7,1006
32,4.182889135233116,0.7,1006
33,-0.31950521702569246,0.7,1006
34,19.229038423672467,0.7,1006
35,-0.11304025177303956,0.7,1006
36,1.4636783925712997,0.7,1006
37,-0.252889185337393,0.7,1006
38,0.16217123965176777,0.7,1006
39,5.5271370698065585,0.7,1006
40,9.47813128371653,0.7,1006
41,0.4093907557857345,0.7,1006
42,-0.049029436176029506,0.7,1006
43,2.9159390465047976,0.7,1006
44,0.19242688992961393,0.7,1006
45,2.1817395066831935,0.7,1006
46,-0.39528671021622674,0.7,1006
47,-0.2230751704189523,0.7,1006
48,1.9335215683859805,0.7,1006
49,1.634949228680721,0.7,1006
50,3.7453855996367373,0.7,1006
0,0.0,0.3,1007
1,0.8869744120497212,0.3,1007
2,-0.1388470910856996,0.3,1007
3,0.06296195030803853,0.3,1007
4,3.718391952898302,0.3,1007
5,1.1706329092805905,0.3,1007
6,1.3477670848143506,0.3,1007
7,1.9498075349917376,0.3,1007
8,1.8022395638255442,0.3,1007
9,1.6216222124906634,0.3,1007
10,0.1729274563034145,0.3,1007
11,-0.2735385238868113,0.3,1007
12,0.10113304404716439,0.3,1007
13,0.5757606933999702,0.3,1007
14,0.6286552809407806,0.3,1007
15,1.3999644652097323,0.3,1007
16,2.013434156856936,0.3,1007
17,0.33211571552033353,0.3,1007
18,1.916112524349768,0.3,1007
19,-0.18966416035045652,0.3,1007
20,0.003747869131419612,0.3,1007
21,0.6528703014781322,0.3,1007
22,0.4981934102049056,0.3,1007
23,0.013036327271061632,0.3,1007
24,-0.17678586475054192,0.3,1007
25,0.8832755861020483,0.3,1007
26,0.9704436238887095,0.3,1007
27,1.0545664781105253,0.3,1007
28,0.9829798922751967,0.3,1007
29,1.5220938804956496,0.3,1007
30,0.9915192449272001,0.3,1007
31,2.1684807415167495,0.3,1007
32,1.7072123917211326,0.3,1007
33,0.5653812885881366,0.3,1007
34,4.707584461168036,0.3,1007
35,0.5325351018596021,0.3,1007
36,0.4139370001983089,0.3,1007
37,-0.27584953181143124,0.3,1007
38,1.0031107157957564,0.3,1007
39,3.5064080958039225,0.3,1007
40,0.4845115317762405,0.3,1007
41,0.5604852166114013,0.3,1007
42,0.6284709024056279,0.3,1007
43,0.04967075148779587,0.3,1007
44,0.8991830047743967,0.3,1007
45,-0.27703748141848494,0.3,1007
46,0.8130102309332679,0.3,1007
47,0.7451163662907571,0.3,1007
48,1.2757031888932353,0.3,1007
49,1.4955905015872584,0.3,1007
50,3.2567464823632557,0.3,1007
0,0.0,0.7,1007
1,0.8869744120497212,0.7,1007
2,-0.1388470910856996,0.7,1007
3,0.06296195030803853,0.7,1007
4,3.718391952898302,0.7,1007
5,1.1706329092805905,0.7,1007
6,1.3477670848143506,0.7,1007
7,1.9498075349917376,0.7,1007
8,1.8022395638255442,0.7,1007
9,1.6216222124906634,0.7,1007
10,0.1729274563034145,0.7,1007
11,-0.2735385238868113,0.7,1007
12,0.10113304404716439,0.7,1007
13,0.5757606933999702,0.7,1007
14,0.6286552809407806,0.7,1007
15,1.3999644652097323,0.7,1007
16,2.013434156856936,0.7,1007
