step,count_action_fam,count_floodplain_fam,risk_averse,seed
15,38,413,0.7,1512
16,32,411,0.7,1512
17,31,411,0.7,1512
18,35,410,0.7,1512
19,36,413,0.7,1512
20,27,411,0.7,1512
21,31,410,0.7,1512
22,27,410,0.7,1512
23,35,413,0.7,1512
24,31,410,0.7,1512
25,34,413,0.7,1512
26,24,414,0.7,1512
27,35,411,0.7,1512
28,31,412,0.7,1512
29,34,412,0.7,1512
30,35,412,0.7,1512
31,34,409,0.7,1512
32,31,409,0.7,1512
33,27,411,0.7,1512
34,33,414,0.7,1512
35,32,415,0.7,1512
36,35,414,0.7,1512
37,32,415,0.7,1512
38,27,416,0.7,1512
39,28,416,0.7,1512
40,32,417,0.7,1512
41,26,417,0.7,1512
42,32,419,0.7,1512
43,32,417,0.7,1512
44,27,418,0.7,1512
45,28,419,0.7,1512
46,32,421,0.7,1512
47,29,419,0.7,1512
48,28,417,0.7,1512
49,21,419,0.7,1512
50,29,420,0.7,1512
0,0,436,0.3,1513
1,27,423,0.3,1513
2,25,417,0.3,1513
3,30,407,0.3,1513
4,27,406,0.3,1513
5,28,404,0.3,1513
6,33,402,0.3,1513
7,28,409,0.3,1513
8,34,411,0.3,1513
9,30,415,0.3,1513
10,35,420,0.3,1513
11,32,423,0.3,1513
12,30,421,0.3,1513
13,29,429,0.3,1513
14,26,422,0.3,1513
15,24,423,0.3,1513
16,20,421,0.3,1513
17,22,426,0.3,1513
18,28,425,0.3,1513
19,33,425,0.3,1513
20,26,420,0.3,1513
21,39,418,0.3,1513
22,37,419,0.3,1513
23,38,420,0.3,1513
24,26,425,0.3,1513
25,17,424,0.3,1513
26,30,424,0.3,1513
27,39,419,0.3,1513
28,31,420,0.3,1513
29,43,417,0.3,1513
30,17,422,0.3,1513
31,32,422,0.3,1513
32,30,422,0.3,1513
33,29,424,0.3,1513
34,26,427,0.3,1513
35,27,426,0.3,1513
36,31,422,0.3,1513
37,24,424,0.3,1513
38,30,426,0.3,1513
39,33,426,0.3,1513
40,25,429,0.3,1513
41,35,430,0.3,1513
42,29,426,0.3,1513
43,26,421,0.3,1513
44,177,411,0.3,1513
45,132,413,0.3,1513
46,137,409,0.3,1513
47,158,411,0.3,1513
48,173,410,0.3,1513
49,172,416,0.3,1513
50,157,416,0.3,1513
0,0,436,0.7,1513
1,27,423,0.7,1513
2,25,417,0.7,1513
3,30,407,0.7,1513
4,27,406,0.7,1513
5,28,404,0.7,1513
6,33,402,0.7,1513
7,28,409,0.7,1513
8,34,411,0.7,1513
9,30,415,0.7,1513
10,35,420,0.7,1513
11,32,423,0.7,1513
12,30,421,0.7,1513
13,29,429,0.7,1513
14,26,422,0.7,1513
15,24,423,0.7,1513
16,20,421,0.7,1513
17,22,426,0.7,1513
18,28,425,0.7,1513
19,33,425,0.7,1513
20,26,420,0.7,1513
21,39,418,0.7,1513
22,37,419,0.7,1513
23,38,420,0.7,1513
24,26,425,0.7,1513
25,17,424,0.7,1513
26,30,424,0.7,1513
27,39,419,0.7,1513
28,31,420,0.7,1513
29,43,417,0.7,1513
30,17,422,0.7,1513
31,32,422,0.7,1513
32,30,422,0.7,1513
33,29,424,0.7,1513
34,26,427,0.7,1513
35,27,426,0.7,1513
36,31,422,0.7,1513
37,24,424,0.7,1513
38,30,426,0.7,1513
39,33,426,0.7,1513
40,25,429,0.7,1513
41,35,430,0.7,1513
42,29,426,0.7,1513
43,26,421,0.7,1513
44,39,417,0.7,1513
45,23,418,0.7,1513
46,27,416,0.7,1513
47,30,416,0.7,1513
48,32,416,0.7,1513
49,31,417,0.7,1513
50,42,421,0.7,1513
0,0,441,0.3,1514
1,22,430,0.3,1514
2,35,414,0.3,1514
3,30,402,0.3,1514
4,30,398,0.3,1514
5,29,387,0.3,1514
6,82,340,0.3,1514
7,69,298,0.3,1514
8,54,270,0.3,1514
9,50,244,0.3,1514
10,49,228,0.3,1514
11,48,209,0.3,1514
12,47,200,0.3,1514
13,48,190,0.3,1514
14,38,189,0.3,1514
15,49,212,0.3,1514
16,37,234,0.3,1514
17,24,246,0.3,1514
18,33,260,0.3,1514
19,31,270,0.3,1514
20,38,284,0.3,1514
21,38,290,0.3,1514
22,31,299,0.3,1514
23,30,303,0.3,1514
24,35,314,0.3,1514
25,32,321,0.3,1514
26,27,324,0.3,1514
27,25,326,0.3,1514
28,25,331,0.3,1514
29,28,334,0.3,1514
30,39,343,0.3,1514
31,33,346,0.3,1514
32,31,352,0.3,1514
33,25,354,0.3,1514
34,34,355,0.3,1514
35,33,358,0.3,1514
36,25,362,0.3,1514
37,35,365,0.3,1514
38,26,367,0.3,1514
39,24,368,0.3,1514
40,28,371,0.3,1514
41,27,375,0.3,1514
42,26,375,0.3,1514
43,19,376,0.3,1514
44,33,381,0.3,1514
45,32,385,0.3,1514
46,25,386,0.3,1514
47,41,386,0.3,1514
48,30,386,0.3,1514
49,29,387,0.3,1514
50,31,387,0.3,1514
0,0,441,0.7,1514
1,22,430,0.7,1514
2,35,414,0.7,1514
3,30,402,0.7,1514
4,30,398,0.7,1514
5,29,387,0.7,1514
6,41,376,0.7,1514
7,31,366,0.7,1514
8,28,361,0.7,1514
9,27,352,0.7,1514
10,33,345,0.7,1514
11,26,332,0.7,1514
12,34,325,0.7,1514
13,24,320,0.7,1514
14,27,315,0.7,1514
15,31,329,0.7,1514
16,31,345,0.7,1514
17,33,355,0.7,1514
18,27,362,0.7,1514
19,33,372,0.7,1514
20,35,386,0.7,1514
21,36,392,0.7,1514
22,36,395,0.7,1514
23,28,398,0.7,1514
24,34,404,0.7,1514
25,37,406,0.7,1514
26,26,406,0.7,1514
27,28,413,0.7,1514
28,21,411,0.7,1514
29,26,410,0.7,1514
30,38,409,0.7,1514
31,34,407,0.7,1514
32,29,409,0.7,1514
33,28,413,0.7,1514
34,30,414,0.7,1514
35,29,412,0.7,1514
36,33,410,0.7,1514
37,35,412,0.7,1514
38,24,412,0.7,1514
39,30,413,0.7,1514
40,25,411,0.7,1514
41,27,411,0.7,1514
42,27,415,0.7,1514
43,21,416,0.7,1514
44,33,416,0.7,1514
45,26,416,0.7,1514
46,29,416,0.7,1514
47,34,418,0.7,1514
48,37,415,0.7,1514
49,25,414,0.7,1514
50,34,415,0.7,1514
0,0,429,0.3,1515
1,31,416,0.3,1515
2,26,407,0.3,1515
3,31,402,0.3,1515
4,28,398,0.3,1515
5,36,402,0.3,1515
6,31,404,0.3,1515
7,34,403,0.3,1515
8,41,402,0.3,1515
9,26,403,0.3,1515
10,30,407,0.3,1515
11,43,407,0.3,1515
12,27,410,0.3,1515
13,23,413,0.3,1515
14,33,412,0.3,1515
15,35,413,0.3,1515
16,29,417,0.3,1515
17,21,414,0.3,1515
18,37,406,0.3,1515
19,29,407,0.3,1515
20,30,400,0.3,1515
21,37,398,0.3,1515
22,35,398,0.3,1515
23,18,399,0.3,1515
24,32,397,0.3,1515
25,34,396,0.3,1515
26,32,396,0.3,1515
27,27,405,0.3,1515
28,25,409,0.3,1515
29,33,412,0.3,1515
30,31,413,0.3,1515
31,29,414,0.3,1515
32,21,415,0.3,1515
33,22,414,0.3,1515
34,30,418,0.3,1515
35,26,419,0.3,1515
36,41,417,0.3,1515
37,25,417,0.3,1515
38,41,419,0.3,1515
39,40,417,0.3,1515
40,29,418,0.3,1515
41,37,419,0.3,1515
42,25,422,0.3,1515
43,25,423,0.3,1515
44,31,424,0.3,1515
45,31,423,0.3,1515
46,35,421,0.3,1515
47,19,422,0.3,1515
48,27,423,0.3,1515
49,30,425,0.3,1515
50,30,425,0.3,1515
0,0,429,0.7,1515
1,31,416,0.7,1515
2,26,407,0.7,1515
3,31,402,0.7,1515
4,28,398,0.7,1515
5,36,402,0.7,1515
6,31,404,0.7,1515
7,34,403,0.7,1515
8,41,402,0.7,1515
9,26,403,0.7,1515
10,30,407,0.7,1515
11,43,407,0.7,1515
12,27,410,0.7,1515
13,23,413,0.7,1515
14,33,412,0.7,1515
15,35,413,0.7,1515
16,29,417,0.7,1515
17,21,414,0.7,1515
18,31,410,0.7,1515
19,25,411,0.7,1515
20,25,411,0.7,1515
21,34,411,0.7,1515
22,31,411,0.7,1515
23,16,413,0.7,1515
24,31,409,0.7,1515
25,31,412,0.7,1515
26,29,408,0.7,1515
27,25,411,0.7,1515
28,25,411,0.7,1515
29,32,409,0.7,1515
30,33,408,0.7,1515
31,28,412,0.7,1515
32,22,413,0.7,1515
33,22,413,0.7,1515
34,30,416,0.7,1515
35,26,417,0.7,1515
36,42,413,0.7,1515
37,25,414,0.7,1515
38,41,414,0.7,1515
39,40,417,0.7,1515
40,29,419,0.7,1515
41,35,419,0.7,1515
42,26,414,0.7,1515
43,25,415,0.7,1515
44,30,416,0.7,1515
45,32,412,0.7,1515
46,35,408,0.7,1515
47,18,408,0.7,1515
48,27,409,0.7,1515
49,30,414,0.7,1515
50,30,416,0.7,1515
0,0,429,0.3,1516
1,22,424,0.3,1516
2,30,414,0.3,1516
3,31,412,0.3,1516
4,36,412,0.3,1516
5,36,411,0.3,1516
6,29,407,0.3,1516
7,37,405,0.3,1516
8,25,409,0.3,1516
9,18,409,0.3,1516
10,27,410,0.3,1516
11,35,412,0.3,1516
12,37,413,0.3,1516
13,21,412,0.3,1516
14,25,412,0.3,1516
15,28,414,0.3,1516
16,43,415,0.3,1516
17,25,416,0.3,1516
18,37,423,0.3,1516
19,26,421,0.3,1516
20,30,422,0.3,1516
21,29,420,0.3,1516
22,33,420,0.3,1516
23,38,426,0.3,1516
24,49,425,0.3,1516
25,30,426,0.3,1516
26,23,424,0.3,1516
27,29,422,0.3,1516
28,35,410,0.3,1516
29,101,373,0.3,1516
30,129,348,0.3,1516
31,121,350,0.3,1516
32,105,339,0.3,1516
33,96,331,0.3,1516
34,136,330,0.3,1516
35,99,330,0.3,1516
36,118,337,0.3,1516
37,99,332,0.3,1516
38,114,335,0.3,1516
39,33,339,0.3,1516
40,38,339,0.3,1516
41,27,343,0.3,1516
42,39,351,0.3,1516
43,34,350,0.3,1516
44,22,353,0.3,1516
45,48,341,0.3,1516
46,93,310,0.3,1516
47,99,297,0.3,1516
48,84,293,0.3,1516
49,92,288,0.3,1516
50,79,289,0.3,1516
0,0,429,0.7,1516
1,22,424,0.7,1516
2,30,414,0.7,1516
3,31,412,0.7,1516
4,36,412,0.7,1516
5,36,411,0.7,1516
6,29,407,0.7,1516
7,37,405,0.7,1516
8,25,409,0.7,1516
9,18,409,0.7,1516
10,27,410,0.7,1516
11,35,412,0.7,1516
12,37,413,0.7,1516
13,21,412,0.7,1516
14,25,412,0.7,1516
15,28,414,0.7,1516
16,43,415,0.7,1516
17,25,416,0.7,1516
18,37,423,0.7,1516
19,26,421,0.7,1516
20,30,422,0.7,1516
21,29,420,0.7,1516
22,33,420,0.7,1516
23,38,426,0.7,1516
24,49,425,0.7,1516
25,30,426,0.7,1516
26,23,424,0.7,1516
27,29,422,0.7,1516
28,35,410,0.7,1516
29,26,397,0.7,1516
30,33,387,0.7,1516
31,38,379,0.7,1516
32,36,375,0.7,1516
33,30,371,0.7,1516
34,38,366,0.7,1516
35,28,364,0.7,1516
36,27,360,0.7,1516
37,42,358,0.7,1516
38,26,363,0.7,1516
39,24,364,0.7,1516
40,35,367,0.7,1516
41,38,370,0.7,1516
42,30,375,0.7,1516
43,38,378,0.7,1516
44,30,382,0.7,1516
45,27,369,0.7,1516
46,47,355,0.7,1516
47,28,348,0.7,1516
48,33,343,0.7,1516
49,27,336,0.7,1516
50,28,338,0.7,1516
0,0,450,0.3,1517
1,22,446,0.3,1517
2,35,433,0.3,1517
3,36,424,0.3,1517
4,31,427,0.3,1517
5,37,431,0.3,1517
6,34,430,0.3,1517
7,36,428,0.3,1517
8,32,433,0.3,1517
9,27,431,0.3,1517
10,23,429,0.3,1517
11,34,431,0.3,1517
12,17,433,0.3,1517
13,35,430,0.3,1517
14,29,429,0.3,1517
15,28,429,0.3,1517
16,30,430,0.3,1517
17,38,428,0.3,1517
18,20,425,0.3,1517
19,29,425,0.3,1517
20,31,425,0.3,1517
21,26,427,0.3,1517
22,42,426,0.3,1517
23,37,424,0.3,1517
24,33,423,0.3,1517
25,36,424,0.3,1517
26,21,426,0.3,1517
27,37,431,0.3,1517
28,30,431,0.3,1517
29,33,426,0.3,1517
30,39,424,0.3,1517
31,31,426,0.3,1517
32,26,426,0.3,1517
33,28,425,0.3,1517
34,21,427,0.3,1517
35,27,428,0.3,1517
36,22,426,0.3,1517
37,28,426,0.3,1517
38,30,428,0.3,1517
39,22,427,0.3,1517
40,33,428,0.3,1517
41,27,430,0.3,1517
42,31,433,0.3,1517
43,31,435,0.3,1517
44,29,432,0.3,1517
45,37,431,0.3,1517
46,29,433,0.3,1517
47,27,433,0.3,1517
48,30,431,0.3,1517
49,32,431,0.3,1517
50,33,433,0.3,1517
0,0,450,0.7,1517
1,22,446,0.7,1517
2,35,433,0.7,1517
3,36,424,0.7,1517
4,31,427,0.7,1517
5,37,431,0.7,1517
6,34,430,0.7,1517
7,36,428,0.7,1517
8,32,433,0.7,1517
9,27,431,0.7,1517
10,23,429,0.7,1517
11,34,431,0.7,1517
12,17,433,0.7,1517
13,35,430,0.7,1517
14,29,429,0.7,1517
15,28,429,0.7,1517
16,30,430,0.7,1517
17,38,428,0.7,1517
18,20,425,0.7,1517
19,29,425,0.7,1517
20,31,425,0.7,1517
21,26,427,0.7,1517
22,42,426,0.7,1517
23,37,424,0.7,1517
24,33,423,0.7,1517
25,36,424,0.7,1517
26,21,426,0.7,1517
27,37,431,0.7,1517
28,30,431,0.7,1517
29,33,426,0.7,1517
30,39,424,0.7,1517
31,31,426,0.7,1517
32,26,426,0.7,1517
33,28,425,0.7,1517
34,21,427,0.7,1517
35,27,428,0.7,1517
36,22,426,0.7,1517
37,28,426,0.7,1517
38,30,428,0.7,1517
39,22,427,0.7,1517
40,33,428,0.7,1517
41,27,430,0.7,1517
42,31,433,0.7,1517
43,31,435,0.7,1517
44,29,432,0.7,1517
45,37,431,0.7,1517
46,29,433,0.7,1517
47,27,433,0.7,1517
48,30,431,0.7,1517
49,32,431,0.7,1517
50,33,433,0.7,1517
0,0,432,0.3,1518
1,28,422,0.3,1518
2,29,413,0.3,1518
3,26,407,0.3,1518
4,25,404,0.3,1518
5,37,407,0.3,1518
6,33,404,0.3,1518
7,36,407,0.3,1518
8,40,409,0.3,1518
9,28,413,0.3,1518
10,28,415,0.3,1518
11,23,417,0.3,1518
12,26,419,0.3,1518
13,33,420,0.3,1518
14,33,419,0.3,1518
15,29,418,0.3,1518
16,38,422,0.3,1518
17,35,422,0.3,1518
18,36,420,0.3,1518
19,36,421,0.3,1518
20,42,426,0.3,1518
21,32,425,0.3,1518
22,28,419,0.3,1518
23,42,420,0.3,1518
24,34,422,0.3,1518
25,24,423,0.3,1518
26,30,427,0.3,1518
27,27,425,0.3,1518
28,14,425,0.3,1518
29,25,424,0.3,1518
30,34,427,0.3,1518
31,33,416,0.3,1518
32,104,367,0.3,1518
33,88,337,0.3,1518
34,96,324,0.3,1518
35,81,316,0.3,1518
36,105,305,0.3,1518
37,80,301,0.3,1518
38,84,299,0.3,1518
39,76,292,0.3,1518
40,97,291,0.3,1518
41,77,294,0.3,1518
42,28,301,0.3,1518
43,26,304,0.3,1518
44,38,310,0.3,1518
45,33,315,0.3,1518
46,29,319,0.3,1518
47,36,323,0.3,1518
48,41,327,0.3,1518
49,33,328,0.3,1518
50,29,332,0.3,1518
0,0,432,0.7,1518
1,28,422,0.7,1518
2,29,413,0.7,1518
3,26,407,0.7,1518
4,25,404,0.7,1518
5,37,407,0.7,1518
6,33,404,0.7,1518
7,36,407,0.7,1518
8,40,409,0.7,1518
9,28,413,0.7,1518
10,28,415,0.7,1518
11,23,417,0.7,1518
12,26,419,0.7,1518
13,33,420,0.7,1518
14,33,419,0.7,1518
15,29,418,0.7,1518
16,38,422,0.7,1518
17,35,422,0.7,1518
18,36,420,0.7,1518
19,36,421,0.7,1518
20,42,426,0.7,1518
21,32,425,0.7,1518
22,28,419,0.7,1518
23,42,420,0.7,1518
24,34,422,0.7,1518
25,24,423,0.7,1518
26,30,427,0.7,1518
27,27,425,0.7,1518
28,14,425,0.7,1518
29,25,424,0.7,1518
30,34,427,0.7,1518
31,33,416,0.7,1518
32,34,405,0.7,1518
33,30,392,0.7,1518
34,33,381,0.7,1518
35,32,368,0.7,1518
36,37,356,0.7,1518
37,36,343,0.7,1518
38,38,333,0.7,1518
39,26,323,0.7,1518
40,30,314,0.7,1518
41,34,311,0.7,1518
42,32,305,0.7,1518
43,21,317,0.7,1518
44,34,330,0.7,1518
45,38,344,0.7,1518
46,27,349,0.7,1518
47,36,356,0.7,1518
48,41,359,0.7,1518
49,33,362,0.7,1518
50,30,368,0.7,1518
0,0,442,0.3,1519
1,36,431,0.3,1519
2,27,421,0.3,1519
3,33,418,0.3,1519
4,29,422,0.3,1519
5,25,418,0.3,1519
6,33,414,0.3,1519
7,31,417,0.3,1519
8,31,416,0.3,1519
9,32,417,0.3,1519
10,28,417,0.3,1519
11,35,419,0.3,1519
12,23,418,0.3,1519
13,24,420,0.3,1519
14,35,421,0.3,1519
15,26,422,0.3,1519
16,34,421,0.3,1519
17,39,421,0.3,1519
18,37,421,0.3,1519
19,27,415,0.3,1519
20,31,415,0.3,1519
21,42,411,0.3,1519
22,31,413,0.3,1519
23,27,413,0.3,1519
24,26,414,0.3,1519
25,29,411,0.3,1519
26,29,416,0.3,1519
27,24,420,0.3,1519
28,31,418,0.3,1519
29,28,420,0.3,1519
30,39,418,0.3,1519
31,33,418,0.3,1519
32,29,419,0.3,1519
33,32,421,0.3,1519
34,32,417,0.3,1519
35,18,419,0.3,1519
36,24,422,0.3,1519
37,31,420,0.3,1519
38,29,420,0.3,1519
39,23,420,0.3,1519
40,27,422,0.3,1519
41,33,422,0.3,1519
42,20,421,0.3,1519
43,24,421,0.3,1519
44,29,422,0.3,1519
45,32,424,0.3,1519
46,27,425,0.3,1519
47,26,423,0.3,1519
48,32,422,0.3,1519
49,35,427,0.3,1519
50,24,426,0.3,1519
0,0,442,0.7,1519
1,36,431,0.7,1519
2,27,421,0.7,1519
3,33,418,0.7,1519
4,29,422,0.7,1519
5,25,418,0.7,1519
6,33,414,0.7,1519
7,31,417,0.7,1519
8,31,416,0.7,1519
9,32,417,0.7,1519
10,28,417,0.7,1519
11,35,419,0.7,1519
12,23,418,0.7,1519
13,24,420,0.7,1519
14,35,421,0.7,1519
15,26,422,0.7,1519
16,34,421,0.7,1519
17,39,421,0.7,1519
18,37,421,0.7,1519
19,27,415,0.7,1519
20,31,415,0.7,1519
21,42,411,0.7,1519
22,31,413,0.7,1519
23,27,413,0.7,1519
24,26,414,0.7,1519
25,29,411,0.7,1519
26,29,416,0.7,1519
27,24,420,0.7,1519
28,31,418,0.7,1519
29,28,420,0.7,1519
30,39,418,0.7,1519
31,33,418,0.7,1519
32,29,419,0.7,1519
33,32,421,0.7,1519
34,32,417,0.7,1519
35,18,419,0.7,1519
36,24,422,0.7,1519
37,31,420,0.7,1519
38,29,420,0.7,1519
39,23,420,0.7,1519
40,27,422,0.7,1519
41,33,422,0.7,1519
42,20,421,0.7,1519
43,24,421,0.7,1519
44,29,422,0.7,1519
45,32,424,0.7,1519
46,27,425,0.7,1519
47,26,423,0.7,1519
48,32,422,0.7,1519
49,35,427,0.7,1519
50,24,426,0.7,1519
0,0,424,0.3,1520
1,34,410,0.3,1520
2,28,397,0.3,1520
3,29,392,0.3,1520
4,37,390,0.3,1520
5,34,395,0.3,1520
6,25,397,0.3,1520
7,34,396,0.3,1520
8,43,398,0.3,1520
9,39,399,0.3,1520
10,29,402,0.3,1520
11,26,401,0.3,1520
12,27,399,0.3,1520
13,27,402,0.3,1520
14,31,406,0.3,1520
15,30,406,0.3,1520
16,28,407,0.3,1520
17,29,410,0.3,1520
18,31,410,0.3,1520
19,29,409,0.3,1520
20,29,410,0.3,1520
21,20,410,0.3,1520
22,44,408,0.3,1520
23,20,406,0.3,1520
24,32,407,0.3,1520
25,24,405,0.3,1520
26,33,411,0.3,1520
27,20,412,0.3,1520
28,28,409,0.3,1520
29,32,395,0.3,1520
30,73,347,0.3,1520
31,72,308,0.3,1520
32,40,288,0.3,1520
33,67,269,0.3,1520
34,53,248,0.3,1520
35,42,242,0.3,1520
36,58,235,0.3,1520
37,51,230,0.3,1520
38,48,219,0.3,1520
39,34,229,0.3,1520
40,31,240,0.3,1520
41,31,251,0.3,1520
42,36,259,0.3,1520
43,27,266,0.3,1520
44,30,274,0.3,1520
45,23,280,0.3,1520
46,29,286,0.3,1520
47,31,293,0.3,1520
48,28,301,0.3,1520
49,23,308,0.3,1520
50,22,311,0.3,1520
0,0,424,0.7,1520
1,34,410,0.7,1520
2,28,397,0.7,1520
3,29,392,0.7,1520
4,37,390,0.7,1520
5,34,395,0.7,1520
6,25,397,0.7,1520
7,34,396,0.7,1520
8,43,398,0.7,1520
9,39,399,0.7,1520
10,29,402,0.7,1520
11,26,401,0.7,1520
12,27,399,0.7,1520
13,27,402,0.7,1520
14,31,406,0.7,1520
15,30,406,0.7,1520
16,28,407,0.7,1520
17,29,410,0.7,1520
18,31,410,0.7,1520
19,29,409,0.7,1520
20,29,410,0.7,1520
21,20,410,0.7,1520
22,44,408,0.7,1520
23,20,406,0.7,1520
24,32,407,0.7,1520
25,24,405,0.7,1520
26,33,411,0.7,1520
27,20,412,0.7,1520
28,28,409,0.7,1520
29,32,395,0.7,1520
30,29,387,0.7,1520
31,39,379,0.7,1520
32,25,372,0.7,1520
33,35,363,0.7,1520
34,37,357,0.7,1520
35,28,348,0.7,1520
36,26,344,0.7,1520
37,29,338,0.7,1520
38,31,332,0.7,1520
39,21,339,0.7,1520
40,28,351,0.7,1520
41,31,361,0.7,1520
42,36,365,0.7,1520
43,32,369,0.7,1520
44,27,370,0.7,1520
45,21,375,0.7,1520
46,31,375,0.7,1520
47,28,382,0.7,1520
48,29,385,0.7,1520
49,24,387,0.7,1520
50,24,391,0.7,1520
0,0,436,0.3,1521
1,38,423,0.3,1521
2,32,415,0.3,1521
3,28,418,0.3,1521
4,29,416,0.3,1521
5,23,419,0.3,1521
6,46,418,0.3,1521
7,33,418,0.3,1521
8,28,415,0.3,1521
9,36,416,0.3,1521
10,26,417,0.3,1521
11,30,422,0.3,1521
12,36,417,0.3,1521
13,26,413,0.3,1521
14,27,412,0.3,1521
15,47,417,0.3,1521
16,21,413,0.3,1521
17,36,413,0.3,1521
18,22,416,0.3,1521
19,27,411,0.3,1521
20,32,407,0.3,1521
21,26,407,0.3,1521
22,44,407,0.3,1521
23,34,408,0.3,1521
24,27,411,0.3,1521
25,34,411,0.3,1521
26,32,415,0.3,1521
27,22,413,0.3,1521
28,30,415,0.3,1521
29,22,414,0.3,1521
30,34,413,0.3,1521
31,36,416,0.3,1521
32,28,419,0.3,1521
33,15,417,0.3,1521
34,26,419,0.3,1521
35,22,422,0.3,1521
36,28,421,0.3,1521
37,34,420,0.3,1521
38,33,422,0.3,1521
39,34,420,0.3,1521
40,39,420,0.3,1521
41,38,424,0.3,1521
42,21,427,0.3,1521
43,31,426,0.3,1521
44,22,425,0.3,1521
45,33,426,0.3,1521
46,28,427,0.3,1521
47,36,425,0.3,1521
48,28,424,0.3,1521
49,29,415,0.3,1521
50,113,358,0.3,1521
0,0,436,0.7,1521
1,38,423,0.7,1521
2,32,415,0.7,1521
3,28,418,0.7,1521
4,29,416,0.7,1521
5,23,419,0.7,1521
6,46,418,0.7,1521
7,33,418,0.7,1521
8,28,415,0.7,1521
9,36,416,0.7,1521
10,26,417,0.7,1521
11,30,422,0.7,1521
12,36,417,0.7,1521
13,26,413,0.7,1521
14,27,412,0.7,1521
15,47,417,0.7,1521
16,21,413,0.7,1521
17,36,413,0.7,1521
18,22,416,0.7,1521
19,27,411,0.7,1521
20,32,407,0.7,1521
21,26,407,0.7,1521
22,44,407,0.7,1521
23,34,408,0.7,1521
24,27,411,0.7,1521
25,34,411,0.7,1521
26,32,415,0.7,1521
27,22,413,0.7,1521
28,30,415,0.7,1521
29,22,414,0.7,1521
30,34,413,0.7,1521
31,36,416,0.7,1521
32,28,419,0.7,1521
33,15,417,0.7,1521
34,26,419,0.7,1521
35,22,422,0.7,1521
36,28,421,0.7,1521
37,34,420,0.7,1521
38,33,422,0.7,1521
39,34,420,0.7,1521
40,39,420,0.7,1521
41,38,424,0.7,1521
42,21,427,0.7,1521
43,31,426,0.7,1521
44,22,425,0.7,1521
45,33,426,0.7,1521
46,28,427,0.7,1521
47,36,425,0.7,1521
48,28,424,0.7,1521
49,29,415,0.7,1521
50,36,401,0.7,1521
0,0,424,0.3,1522
1,32,416,0.3,1522
2,27,408,0.3,1522
3,38,400,0.3,1522
4,34,399,0.3,1522
5,30,398,0.3,1522
6,25,405,0.3,1522
7,31,407,0.3,1522
8,35,404,0.3,1522
9,29,402,0.3,1522
10,24,404,0.3,1522
11,20,403,0.3,1522
12,27,400,0.3,1522
13,24,402,0.3,1522
14,31,401,0.3,1522
15,30,403,0.3,1522
16,24,403,0.3,1522
17,34,408,0.3,1522
18,33,410,0.3,1522
19,33,413,0.3,1522
20,30,414,0.3,1522
21,32,412,0.3,1522
22,39,415,0.3,1522
23,26,421,0.3,1522
24,28,417,0.3,1522
25,39,416,0.3,1522
26,22,416,0.3,1522
27,24,419,0.3,1522
28,30,421,0.3,1522
29,32,423,0.3,1522
30,34,427,0.3,1522
31,31,427,0.3,1522
32,36,427,0.3,1522
33,28,426,0.3,1522
34,25,424,0.3,1522
35,20,426,0.3,1522
36,21,426,0.3,1522
37,39,424,0.3,1522
38,31,424,0.3,1522
39,25,426,0.3,1522
40,27,424,0.3,1522
41,38,426,0.3,1522
42,33,423,0.3,1522
43,40,422,0.3,1522
44,31,422,0.3,1522
45,25,421,0.3,1522
46,31,423,0.3,1522
47,33,419,0.3,1522
48,25,415,0.3,1522
49,35,416,0.3,1522
50,17,416,0.3,1522
0,0,424,0.7,1522
1,32,416,0.7,1522
2,27,408,0.7,1522
3,38,400,0.7,1522
4,34,399,0.7,1522
5,30,398,0.7,1522
6,25,405,0.7,1522
7,31,407,0.7,1522
8,35,404,0.7,1522
9,29,402,0.7,1522
10,24,404,0.7,1522
11,20,403,0.7,1522
12,27,400,0.7,1522
13,24,402,0.7,1522
14,31,401,0.7,1522
15,30,403,0.7,1522
16,24,403,0.7,1522
17,34,408,0.7,1522
18,33,410,0.7,1522
19,33,413,0.7,1522
20,30,414,0.7,1522
21,32,412,0.7,1522
22,39,415,0.7,1522
23,26,421,0.7,1522
24,28,417,0.7,1522
25,39,416,0.7,1522
26,22,416,0.7,1522
27,24,419,0.7,1522
28,30,421,0.7,1522
29,32,423,0.7,1522
30,34,427,0.7,1522
31,31,427,0.7,1522
32,36,427,0.7,1522
33,28,426,0.7,1522
34,25,424,0.7,1522
35,20,426,0.7,1522
36,21,426,0.7,1522
37,39,424,0.7,1522
38,31,424,0.7,1522
39,25,426,0.7,1522
40,27,424,0.7,1522
41,38,426,0.7,1522
42,33,423,0.7,1522
43,40,422,0.7,1522
44,31,422,0.7,1522
45,25,421,0.7,1522
46,31,423,0.7,1522
47,33,419,0.7,1522
48,25,415,0.7,1522
49,35,416,0.7,1522
50,17,416,0.7,1522
0,0,437,0.3,1523
1,31,425,0.3,1523
2,34,416,0.3,1523
3,34,409,0.3,1523
4,25,405,0.3,1523
5,25,407,0.3,1523
6,31,407,0.3,1523
7,25,408,0.3,1523
8,24,408,0.3,1523
9,29,409,0.3,1523
10,34,411,0.3,1523
11,27,415,0.3,1523
12,39,415,0.3,1523
13,24,413,0.3,1523
14,30,417,0.3,1523
15,23,414,0.3,1523
16,34,413,0.3,1523
17,40,421,0.3,1523
