seed,RSI
1000,-1.1560095522144223
1001,-1.2177087512144156
1002,-1.2301892992955248
1003,-1.170968265805911
1004,-1.1343473364821752
1005,-1.268289213299873
1006,-1.147988126645763
1007,-1.210549515436452
1008,-1.0363712967968741
1009,-1.2747404844239727
1010,-1.0941037360705985
1011,-1.0623243461049572
1012,-1.0613602661737904
1013,-1.0803833563996244
1014,-1.1989937287634758
1015,-1.1652043131617937
1016,-1.0760319520245993
1017,-1.1355486528252605
1018,-0.927470651021018
1019,-1.1048977999171996
1020,-0.9480203998207302
1021,-0.9362273409183248
1022,-1.139543406637167
1023,-1.0188792132880504
1024,-1.2040549537401957
1025,-1.1459846902735156
1026,-1.162238774687648
1027,-1.0493887545893819
1028,-1.0119158889219348
1029,-1.0387138195690904
1030,-1.2202122236516446
1031,-1.2929347033125136
1032,-1.1926168866412983
1033,-1.4294567010056303
1034,-1.2163779916966555
1035,-1.2152540566118601
1036,-1.1648433712945365
1037,-1.4791063496880077
1038,-1.2089322209635298
1039,-1.0944164127103353
1040,-1.1737122857627034
1041,-0.9973298957649048
1042,-1.195615714970832
1043,-1.1538459944931754
1044,-1.3110014243930608
1045,-1.1295818161999251
1046,-0.9127991854023407
1047,-1.2275559190859364
1048,-1.2204931892999096
1049,-1.184636301409188
1050,-1.0660350801147183
1051,-1.194186723550502
1052,-1.2057878733819174
1053,-1.2156372426390794
1054,-1.2444072759846334
1055,-0.9815472973444854
1056,-1.0773686143478927
1057,-1.1595939019722077
1058,-1.121962468238673
1059,-1.1623939988104528
1060,-1.1726411278967488
1061,-1.126375415468035
1062,-1.1554944331882337
1063,-1.1817573660712424
1064,-1.2007875511595196
1065,-0.9384146745364582
1066,-1.1579901972734519
1067,-1.0763518888734989
1068,-1.0740977591727703
1069,-1.0606668295539021
1070,-1.1887273640740788
1071,-0.9618066004082783
1072,-1.144855268734084
1073,-1.0110496800455144
1074,-1.187733917546336
1075,-1.2050172084464084
1076,-1.1146286400713448
1077,-1.1710261144402765
1078,-1.1836579210866691
1079,-0.9706827025669744
1080,-1.1920719231490466
1081,-1.2605209191377722
1082,-1.0697432376332379
1083,-1.0152697403002833
1084,-1.0434954514148114
1085,-1.4354224567797382
1086,-1.230832467950791
1087,-1.0788498576417185
1088,-1.2080109510651569
1089,-1.159390508308531
1090,-1.332026100016236
1091,-0.9706619404335727
1092,-0.8059362853839903
1093,-1.2688640778953881
1094,-1.12696867105458
1095,-0.7677830589092157
1096,-1.2734900340455222
1097,-1.1453708969390546
1098,-0.7391785867659654
1099,-1.0959999044169935
1100,-1.4073394840909341
1101,-1.1985077358214131
1102,-1.0053613385013447
1103,-1.042203512557631
1104,-1.1326432658774073
1105,-1.5577025260853734
1106,-1.2335083807120744
1107,-1.036722843778403
1108,-1.3961010253415742
1109,-0.9685681288780648
1110,-1.1158863336640863
1111,-1.1732933363268534
1112,-1.1770071887507594
1113,-1.1145401877115109
1114,-0.9367324718391012
1115,-1.2643716373360905
1116,-1.6196883676480587
1117,-0.9999288041448186
1118,-1.2018486166232947
1119,-1.1058099610914172
1120,-0.9770917060555994
1121,-1.079710148955462
1122,-0.8993062644033302
1123,-1.036093085245092
1124,-1.252895662406222
1125,-1.062505962482057
1126,-0.9997118630365592
1127,-1.0898816103761715
1128,-1.7727957707351987
1129,-1.0186897569136537
1130,-1.1648674796398608
1131,-1.0554575603113487
1132,-1.1302401469105303
1133,-1.0329823420213144
1134,-1.0351259141824039
1135,-0.9875355849313989
1136,-1.1380742874145597
1137,-1.144699902282745
1138,-1.1074213917501206
1139,-0.9731597664350111
1140,-1.1583218314175936
1141,-1.3714642734598015
1142,-1.05742086839957
1143,-1.187732663685227
1144,-1.1511231205945691
1145,-1.0214453412721503
1146,-1.0292066421681112
1147,-1.1547306155927355
1148,-1.798404701164113
1149,-1.125496859114303
1150,-1.0764501684199843
1151,-0.9524067666641346
1152,-1.6045954956393944
1153,-0.9374912973503977
1154,-1.0090791243391797
1155,-1.1307762335432219
1156,-0.902627274725034
1157,-1.046415355762306
1158,-1.1657605482454594
1159,-0.8022476172116814
1160,-0.9173256774398546
1161,-0.9887451387958067
1162,-0.9404529825287712
1163,-0.9061061869188929
1164,-1.0426744364693814
1165,-0.987409207093127
1166,-1.1243071483112859
1167,-1.0828395571157985
1168,-1.2572299778359939
1169,-0.8986882199249998
1170,-1.0980591259983337
1171,-1.2997301535084544
1172,-1.3193620570290943
1173,-1.052436882205194
1174,-1.1534102689395307
1175,-1.1586254002225242
1176,-1.177297962890117
1177,-1.1881375807303376
1178,-1.0079625221248445
1179,-1.1722971335490757
1180,-1.1909630925683627
1181,-0.9639163061534731
1182,-1.234356589625374
1183,-1.1113077512425953
1184,-1.0959475047645009
1185,-1.2107642830354959
1186,-1.167418699175801
1187,-1.3891703383005192
1188,-1.06511189921283
1189,-1.0396897386112107
1190,-1.1459542912363356
1191,-1.080350915410618
1192,-1.2425704559407438
1193,-0.9095130018648466
1194,-1.2307896694240605
1195,-1.1626616943127706
1196,-1.0190093047282058
1197,-1.129643871164385
1198,-1.1624414335832238
1199,-1.1045057076917029
1200,-1.0898871443261564
1201,-1.0150520418086908
1202,-1.0085948702705265
1203,-1.0486258370791588
1204,-1.1609770289848251
1205,-0.9658112825938865
1206,-1.144973952671763
1207,-0.9887949197646922
