return_period,median,LB,RB
10,-525.7184144163865,-525.7184144163865,-525.7184144163864
20,-1027.3762471689265,-1027.3762471689267,-1027.3762471689263
30,-1474.7221607854076,-1474.7221607854078,-1474.7221607854074
40,-1736.195376651972,-1736.1953766519725,-1736.1953766519716
50,-1846.9732266664528,-1846.9732266664537,-1846.9732266664519
60,-1801.9724622134809,-1801.9724622134815,-1801.97246221348
70,-1711.9030120740742,-1711.903012074075,-1711.9030120740733
80,-1605.8950140719269,-1605.8950140719278,-1605.8950140719257
90,-1512.670486900994,-1512.670486900995,-1512.6704869009932
100,-1412.9972171532513,-1412.9972171532536,-1412.9972171532486
110,-1303.6419538785326,-1303.6419538785344,-1303.6419538785308
120,-1205.3736730206833,-1205.3736730206851,-1205.3736730206815
130,-1110.244366948844,-1110.2443669488457,-1110.244366948842
140,-1013.830301660375,-1013.8303016603777,-1013.8303016603732
150,-928.1891984024851,-928.1891984024878,-928.1891984024833
160,-847.3418014612107,-847.3418014612134,-847.341801461208
170,-769.9248655827769,-769.9248655827787,-769.9248655827741
180,-697.0580863521664,-697.0580863521682,-697.0580863521645
190,-630.9838278447342,-630.983827844736,-630.9838278447323
200,-569.3950604216907,-569.3950604216925,-569.3950604216889
210,-511.5961490442751,-511.5961490442778,-511.59614904427326
220,-457.14456548680755,-457.1445654868103,-457.1445654868039
230,-408.13660352411716,-408.1366035241208,-408.1366035241135
240,-362.8255336266302,-362.82553362663384,-362.82553362662657
250,-321.02438750440706,-321.0243875044107,-321.0243875044034
260,-282.04052723948007,-282.0405272394855,-282.04052723947643
270,-246.38040269716294,-246.38040269716657,-246.3804026971593
280,-214.18270256598043,-214.18270256598407,-214.1827025659768
290,-184.80333478729517,-184.8033347872988,-184.80333478729335
300,-158.0956372009132,-158.09563720091683,-158.09563720090955
310,-133.80370507603402,-133.80370507603584,-133.80370507603038
320,-111.79825739138869,-111.79825739139233,-111.79825739138505
330,-92.37219035721864,-92.37219035722228,-92.372190357215
340,-75.10099047370022,-75.10099047370386,-75.10099047369658
350,-59.87661386297441,-59.87661386297805,-59.87661386297077
360,-46.59738594870578,-46.597385948709416,-46.59738594870214
370,-35.131378895164744,-35.13137889516838,-35.131378895161106
380,-25.425012077699648,-25.425012077703286,-25.42501207769601
390,-17.452709848992527,-17.452709848996165,-17.45270984898889
400,-11.070113958034199,-11.070113958037837,-11.07011395803056
410,-6.202433840986487,-6.202433840988306,-6.202433840984668
420,-2.7791522889601765,-2.7791522889638145,-2.7791522889565385
430,-0.7336797519310494,-0.7336797519346874,-0.7336797519274114
440,-0.0034284179328096798,-0.003428417934628669,-0.003428417929171701
450,0.0,-3.637978807091713e-12,3.637978807091713e-12
460,0.0,-5.4569682106375694e-12,3.637978807091713e-12
470,0.0,-3.637978807091713e-12,5.4569682106375694e-12
480,0.0,-3.637978807091713e-12,3.637978807091713e-12
490,0.0,-5.4569682106375694e-12,5.4569682106375694e-12
500,0.0,-7.275957614183426e-12,7.275957614183426e-12
510,0.0,-1.0913936421275139e-11,7.275957614183426e-12
520,0.0,-7.275957614183426e-12,7.275957614183426e-12
530,0.0,-7.275957614183426e-12,7.275957614183426e-12
540,0.0,-7.275957614183426e-12,7.275957614183426e-12
550,0.0,-7.275957614183426e-12,7.275957614183426e-12
560,0.0,-7.275957614183426e-12,7.275957614183426e-12
570,0.0,-7.275957614183426e-12,7.275957614183426e-12
580,0.0,-7.275957614183426e-12,7.275957614183426e-12
590,0.0,-7.275957614183426e-12,7.275957614183426e-12
600,0.0,-7.275957614183426e-12,7.275957614183426e-12
610,0.0,-7.275957614183426e-12,7.275957614183426e-12
620,0.0,-7.275957614183426e-12,7.275957614183426e-12
630,0.0,-7.275957614183426e-12,7.275957614183426e-12
640,0.0,-7.275957614183426e-12,7.275957614183426e-12
650,0.0,-7.275957614183426e-12,7.275957614183426e-12
660,0.0,-7.275957614183426e-12,7.275957614183426e-12
670,0.0,-7.275957614183426e-12,7.275957614183426e-12
680,0.0,-7.275957614183426e-12,7.275957614183426e-12
690,0.0,-7.275957614183426e-12,7.275957614183426e-12
700,0.0,-3.637978807091713e-12,3.637978807091713e-12
710,0.0,-7.275957614183426e-12,7.275957614183426e-12
720,0.0,-3.637978807091713e-12,3.637978807091713e-12
730,0.0,-3.637978807091713e-12,7.275957614183426e-12
740,0.0,-3.637978807091713e-12,3.637978807091713e-12
750,0.0,-7.275957614183426e-12,7.275957614183426e-12
760,0.0,-3.637978807091713e-12,3.637978807091713e-12
770,0.0,-3.637978807091713e-12,3.637978807091713e-12
780,0.0,-7.275957614183426e-12,7.275957614183426e-12
790,0.0,-7.275957614183426e-12,7.275957614183426e-12
800,0.0,-7.275957614183426e-12,7.275957614183426e-12
810,0.0,-7.275957614183426e-12,7.275957614183426e-12
820,0.0,-7.275957614183426e-12,7.275957614183426e-12
830,0.0,-7.275957614183426e-12,7.275957614183426e-12
840,0.0,-7.275957614183426e-12,7.275957614183426e-12
850,0.0,-7.275957614183426e-12,7.275957614183426e-12
860,0.0,-7.275957614183426e-12,7.275957614183426e-12
870,0.0,-7.275957614183426e-12,7.275957614183426e-12
880,0.0,-7.275957614183426e-12,7.275957614183426e-12
890,0.0,-7.275957614183426e-12,7.275957614183426e-12
900,0.0,-7.275957614183426e-12,7.275957614183426e-12
910,0.0,-7.275957614183426e-12,7.275957614183426e-12
920,0.0,-7.275957614183426e-12,7.275957614183426e-12
930,0.0,-7.275957614183426e-12,7.275957614183426e-12
940,0.0,-7.275957614183426e-12,7.275957614183426e-12
950,0.0,-7.275957614183426e-12,7.275957614183426e-12
960,0.0,-7.275957614183426e-12,7.275957614183426e-12
970,0.0,-7.275957614183426e-12,7.275957614183426e-12
980,0.0,-7.275957614183426e-12,7.275957614183426e-12
990,0.0,-7.275957614183426e-12,7.275957614183426e-12
1000,0.0,-7.275957614183426e-12,7.275957614183426e-12
