risk_averse,breach_null,pop_growth,mem,fixed_effect,base_move,RSI
0.2197265625,0.3193359375,0.025927734375,9.0,3.022421875,0.046289062500000006,0.1123087583194742
0.0458984375,0.3193359375,0.025927734375,9.0,3.022421875,0.046289062500000006,0.11913637149444617
0.2197265625,0.4798828125,0.025927734375,9.0,3.022421875,0.046289062500000006,0.16573898031981057
0.2197265625,0.3193359375,0.025048828125000002,9.0,3.022421875,0.046289062500000006,0.11838373233321028
0.2197265625,0.3193359375,0.025927734375,1.0,3.022421875,0.046289062500000006,-0.07267164540928417
0.2197265625,0.3193359375,0.025927734375,9.0,3.006796875,0.046289062500000006,0.1123087583194742
0.2197265625,0.3193359375,0.025927734375,9.0,3.022421875,0.0201953125,0.1123087583194742
0.2197265625,0.4798828125,0.025048828125000002,1.0,3.006796875,0.0201953125,-0.0016336452012223107
0.0458984375,0.3193359375,0.025048828125000002,1.0,3.006796875,0.0201953125,-0.07035433844543197
0.0458984375,0.4798828125,0.025927734375,1.0,3.006796875,0.0201953125,-0.0035805659555046714
0.0458984375,0.4798828125,0.025048828125000002,9.0,3.006796875,0.0201953125,0.1759334146952797
0.0458984375,0.4798828125,0.025048828125000002,1.0,3.022421875,0.0201953125,-0.0016336452012223107
0.0458984375,0.4798828125,0.025048828125000002,1.0,3.006796875,0.046289062500000006,-0.0016336452012223107
0.0458984375,0.4798828125,0.025048828125000002,1.0,3.006796875,0.0201953125,-0.0016336452012223107
0.7197265625,0.4193359375,0.0009277343750000001,3.0,3.062421875,0.0262890625,0.08127785922984301
0.5458984375,0.4193359375,0.0009277343750000001,3.0,3.062421875,0.0262890625,0.1251713234672898
0.7197265625,0.3798828125,0.0009277343750000001,3.0,3.062421875,0.0262890625,0.06509697691976322
0.7197265625,0.4193359375,4.8828125e-5,3.0,3.062421875,0.0262890625,0.08338811583151844
0.7197265625,0.4193359375,0.0009277343750000001,7.0,3.062421875,0.0262890625,0.11671926872318619
0.7197265625,0.4193359375,0.0009277343750000001,3.0,3.046796875,0.0262890625,0.08127785922984301
0.7197265625,0.4193359375,0.0009277343750000001,3.0,3.062421875,0.040195312500000004,0.08127785922984301
0.7197265625,0.3798828125,4.8828125e-5,7.0,3.046796875,0.040195312500000004,0.10192999995578501
0.5458984375,0.4193359375,4.8828125e-5,7.0,3.046796875,0.040195312500000004,0.16536569937578338
0.5458984375,0.3798828125,0.0009277343750000001,7.0,3.046796875,0.040195312500000004,0.1495813415006852
0.5458984375,0.3798828125,4.8828125e-5,3.0,3.046796875,0.040195312500000004,0.11040814627849381
0.5458984375,0.3798828125,4.8828125e-5,7.0,3.062421875,0.040195312500000004,0.15016387498014974
0.5458984375,0.3798828125,4.8828125e-5,7.0,3.046796875,0.0262890625,0.15016387498014974
0.5458984375,0.3798828125,4.8828125e-5,7.0,3.046796875,0.040195312500000004,0.15016387498014974
0.9697265625,0.3693359375,0.038427734375,12.0,3.042421875,0.0162890625,-0.023558043394883207
0.2958984375,0.3693359375,0.038427734375,12.0,3.042421875,0.0162890625,0.048969150810627714
0.9697265625,0.3298828125,0.038427734375,12.0,3.042421875,0.0162890625,-0.044994300256993566
0.9697265625,0.3693359375,0.012548828125000001,12.0,3.042421875,0.0162890625,0.07745186097339306
0.9697265625,0.3693359375,0.038427734375,10.0,3.042421875,0.0162890625,-0.0308297779398927
0.9697265625,0.3693359375,0.038427734375,12.0,3.066796875,0.0162890625,-0.023558043394883207
0.9697265625,0.3693359375,0.038427734375,12.0,3.042421875,0.0301953125,-0.023558043394883207
0.9697265625,0.3298828125,0.012548828125000001,10.0,3.066796875,0.0301953125,0.04341064523999437
0.2958984375,0.3693359375,0.012548828125000001,10.0,3.066796875,0.0301953125,0.20433884364074162
0.2958984375,0.3298828125,0.038427734375,10.0,3.066796875,0.0301953125,0.02056188717838963
0.2958984375,0.3298828125,0.012548828125000001,12.0,3.066796875,0.0301953125,0.20286014038597536
0.2958984375,0.3298828125,0.012548828125000001,10.0,3.042421875,0.0301953125,0.18667063313865626
0.2958984375,0.3298828125,0.012548828125000001,10.0,3.066796875,0.0162890625,0.18667063313865626
0.2958984375,0.3298828125,0.012548828125000001,10.0,3.066796875,0.0301953125,0.18667063313865626
0.4697265625,0.4693359375,0.013427734375,6.0,3.002421875,0.036289062500000004,0.16032245046947396
0.7958984375,0.4693359375,0.013427734375,6.0,3.002421875,0.036289062500000004,0.0834989921155983
0.4697265625,0.4298828125,0.013427734375,6.0,3.002421875,0.036289062500000004,0.1486640066619953
0.4697265625,0.4693359375,0.037548828125,6.0,3.002421875,0.036289062500000004,0.05315358681133284
0.4697265625,0.4693359375,0.013427734375,4.0,3.002421875,0.036289062500000004,0.1381034689302282
0.4697265625,0.4693359375,0.013427734375,6.0,3.026796875,0.036289062500000004,0.16032245046947396
0.4697265625,0.4693359375,0.013427734375,6.0,3.002421875,0.0101953125,0.16032245046947396
0.4697265625,0.4298828125,0.037548828125,4.0,3.026796875,0.0101953125,0.025737451794758958
0.7958984375,0.4693359375,0.037548828125,4.0,3.026796875,0.0101953125,0.0010482294184770292
0.7958984375,0.4298828125,0.013427734375,4.0,3.026796875,0.0101953125,0.054290654530286905
0.7958984375,0.4298828125,0.037548828125,6.0,3.026796875,0.0101953125,-0.0028158506036556155
0.7958984375,0.4298828125,0.037548828125,4.0,3.002421875,0.0101953125,-0.012421873353525952
0.7958984375,0.4298828125,0.037548828125,4.0,3.026796875,0.036289062500000004,-0.012421873353525952
0.7958984375,0.4298828125,0.037548828125,4.0,3.026796875,0.0101953125,-0.012421873353525952
0.3447265625,0.3943359375,0.0071777343750000005,4.0,3.012421875,0.0412890625,0.14493988210123543
0.4208984375,0.3943359375,0.0071777343750000005,4.0,3.012421875,0.0412890625,0.13908029028085922
0.3447265625,0.3048828125,0.0071777343750000005,4.0,3.012421875,0.0412890625,0.10592055419690197
0.3447265625,0.3943359375,0.018798828125,4.0,3.012421875,0.0412890625,0.10900688812924694
0.3447265625,0.3943359375,0.0071777343750000005,9.0,3.012421875,0.0412890625,0.21643943246007946
0.3447265625,0.3943359375,0.0071777343750000005,4.0,3.076796875,0.0412890625,0.14493988210123543
0.3447265625,0.3943359375,0.0071777343750000005,4.0,3.012421875,0.0151953125,0.14493988210123543
0.3447265625,0.3048828125,0.018798828125,9.0,3.076796875,0.0151953125,0.12775401873642378
0.4208984375,0.3943359375,0.018798828125,9.0,3.076796875,0.0151953125,0.15604479272249036
0.4208984375,0.3048828125,0.0071777343750000005,9.0,3.076796875,0.0151953125,0.1545560770908668
0.4208984375,0.3048828125,0.018798828125,4.0,3.076796875,0.0151953125,0.05584491796606984
0.4208984375,0.3048828125,0.018798828125,9.0,3.012421875,0.0151953125,0.11145323360488091
